,negative_format,year,budget,genres,film_type
4166,Redcode RAW,2014,34000000,Mystery,D
4167,Redcode RAW,2014,110000000,Action,D
4168,Codex,2014,12000000,Romance,D
4169,Gemini 4,2014,34000000,Action,D
4170,Redcode RAW,2014,34000000,Action,D
4171,Gemini 4,2014,34000000,Thriller,D
4172,Gemini 4,2014,34000000,Sci-Fi,D
4173,Redcode RAW,2014,34000000,Sci-Fi,D
4174,Codex,2014,65000000,War,D
4175,Redcode RAW,2014,127000000,Comedy,D
4176,35 mm,2014,130000000,Drama,D
4177,Codex,2014,65000000,Sport,D
4178,35 mm,2014,130000000,Adventure,D
4179,35 mm,2014,130000000,Action,D
4180,Codex ARRIRAW,2014,55000000,Thriller,D
4181,Codex ARRIRAW,2014,55000000,Crime,D
4182,Redcode RAW,2014,34000000,Thriller,D
4183,Codex,2014,65000000,Biography,D
4184,Codex,2014,65000000,Drama,D
4185,Codex ARRIRAW,2014,55000000,Action,D
4186,Codex,2015,30000000,Thriller,D
4187,Codex,2015,75000000,Action,D
4188,Codex,2015,75000000,Comedy,D
4189,Codex,2015,30000000,Mystery,D
4190,Codex,2015,65000000,Action,D
4191,Codex,2015,75000000,Adventure,D
4192,Codex,2015,20000000,Crime,D
4193,35 mm,2015,17000000,Biography,F
4194,Codex,2015,5000000,Mystery,D
4195,Codex,2015,5000000,Drama,D
4196,Codex,2015,20000000,Drama,D
4197,35 mm,2015,17000000,Sport,F
4198,35 mm,2015,17000000,Drama,F
4199,Codex,2015,20000000,History,D
4200,Codex,2015,5000000,Thriller,D
4201,Redcode RAW,2015,30000000,Drama,D
4202,16 mm,2015,30000000,Romance,D
4203,Codex,2015,65000000,Drama,D
4204,16 mm,2015,30000000,Fantasy,D
4205,16 mm,2015,30000000,Drama,D
4206,SxS Pro,2015,20000000,War,D
4207,SxS Pro,2015,20000000,Fantasy,D
4208,SxS Pro,2015,20000000,Family,D
4209,SxS Pro,2015,20000000,Drama,D
4210,16 mm,2015,30000000,Drama,F
4211,SxS Pro,2015,20000000,Adventure,D
4212,Codex,2015,20000000,War,D
4213,Codex,2015,20000000,Fantasy,D
4214,Codex,2015,20000000,Family,D
4215,Codex,2015,20000000,Drama,D
4216,Codex,2015,20000000,Adventure,D
4217,16 mm,2015,30000000,Fantasy,F
4218,16 mm,2015,30000000,Romance,F
4219,Codex,2015,30000000,Drama,D
4220,,2015,15000000,Horror,D
4221,,2015,15000000,Fantasy,D
4222,,2015,15000000,Comedy,D
4223,Codex ARRIRAW,2015,25000000,Fantasy,D
4224,Codex ARRIRAW,2015,25000000,Comedy,D
4225,Codex ARRIRAW,2015,25000000,Adventure,D
4226,Redcode RAW,2015,65000000,Thriller,D
4227,Redcode RAW,2015,65000000,Drama,D
4228,Redcode RAW,2015,65000000,Adventure,D
4229,Redcode RAW,2015,65000000,Action,D
4230,Codex,2015,65000000,Thriller,D
4231,Codex,2015,65000000,Adventure,D
4232,Codex,2015,30000000,Crime,D
4233,65 mm,2015,62000000,Thriller,F
4234,Codex ARRIRAW,2015,35000000,Thriller,D
4235,SRMemory,2015,18000000,Drama,D
4236,Codex,2015,31000000,Comedy,D
4237,Codex,2015,31000000,Adventure,D
4238,35 mm,2015,53000000,History,F
4239,35 mm,2015,53000000,Drama,F
4240,Digital,2015,28000000,Biography,D
4241,35 mm,2015,53000000,Crime,F
4242,35 mm,2015,53000000,Biography,F
4243,SRMemory,2015,23000000,Comedy,D
4244,AXSM,2015,23000000,Comedy,D
4245,Digital,2015,5000000,Thriller,D
4246,SRMemory,2015,18000000,Thriller,D
4247,Digital,2015,5000000,Horror,D
4248,Redcode RAW,2015,14500000,Drama,D
4249,Redcode RAW,2015,14500000,Comedy,D
4250,Redcode RAW,2015,3000000,Drama,D
4251,Digital,2015,28000000,History,F
4252,Digital,2015,28000000,Drama,F
4253,Digital,2015,28000000,Comedy,F
4254,Digital,2015,28000000,Biography,F
4255,Digital,2015,28000000,History,D
4256,Digital,2015,28000000,Drama,D
4257,Digital,2015,28000000,Comedy,D
4258,Redcode RAW,2015,30000000,Fantasy,D
4259,Redcode RAW,2015,14500000,Music,D
4260,35 mm,2015,60000000,Biography,F
4261,35 mm,2015,60000000,Drama,F
4262,Codex,2015,120000000,Action,D
4263,Codex ARRIRAW,2015,35000000,Horror,D
4264,Redcode RAW,2015,179000000,Sci-Fi,D
4265,Redcode RAW,2015,179000000,Adventure,D
4266,Redcode RAW,2015,179000000,Action,D
4267,Digital,2015,179000000,Sci-Fi,D
4268,Digital,2015,179000000,Adventure,D
4269,Digital,2015,179000000,Action,D
4270,Codex,2015,179000000,Sci-Fi,D
4271,Codex,2015,179000000,Adventure,D
4272,Codex,2015,179000000,Action,D
4273,AXSM,2015,10000000,Thriller,D
4274,AXSM,2015,10000000,Mystery,D
4275,AXSM,2015,10000000,Horror,D
4276,Codex,2015,30000000,Sport,D
4277,Codex,2015,30000000,Drama,D
4278,SxS Pro,2015,65000000,Romance,D
4279,SxS Pro,2015,65000000,Drama,D
4280,SxS Pro,2015,65000000,Crime,D
4281,SxS Pro,2015,65000000,Comedy,D
4282,65 mm,2015,62000000,Western,F
4283,65 mm,2015,62000000,Mystery,F
4284,65 mm,2015,62000000,Drama,F
4285,65 mm,2015,62000000,Crime,F
4286,Codex,2015,120000000,Sci-Fi,D
4287,Codex,2015,120000000,Adventure,D
4288,Codex,2015,30000000,Action,D
4289,Redcode RAW,2015,30000000,Romance,D
4290,,2015,100000,Horror,D
4291,Redcode RAW,2015,30000000,Fantasy,F
4292,Redcode RAW,2015,5000000,Thriller,D
4293,Redcode RAW,2015,5000000,Action,D
4294,Codex,2015,5000000,Thriller,D
4295,Codex,2015,5000000,Action,D
4296,Codex ARRIRAW,2015,80000000,Fantasy,D
4297,Codex ARRIRAW,2015,80000000,Adventure,D
4298,Codex ARRIRAW,2015,80000000,Action,D
4299,,2015,10000000,Thriller,D
4300,,2015,10000000,Mystery,D
4301,,2015,10000000,Horror,D
4302,Redcode RAW,2015,100000000,Thriller,D
4303,Redcode RAW,2015,100000000,Sport,D
4304,Redcode RAW,2015,100000000,Crime,D
4305,Redcode RAW,2015,100000000,Action,D
4306,Codex,2015,100000000,Thriller,D
4307,Codex,2015,100000000,Sport,D
4308,Codex,2015,100000000,Crime,D
4309,Codex,2015,100000000,Action,D
4310,Gemini 4,2015,8000000,Drama,F
4311,Gemini 4,2015,8000000,Comedy,F
4312,Gemini 4,2015,8000000,Biography,F
4313,Gemini 4,2015,8000000,Adventure,F
4314,Gemini 4,2015,8000000,Drama,D
4315,Gemini 4,2015,8000000,Comedy,D
4316,Gemini 4,2015,8000000,Biography,D
4317,,2015,18000000,Comedy,D
4318,,2015,18000000,Drama,D
4319,,2015,18000000,Music,D
4320,35 mm,2015,50000000,Action,F
4321,SxS Pro,2015,3500000,Horror,D
4322,Gemini 4,2015,3500000,Mystery,D
4323,Gemini 4,2015,3500000,Horror,D
4324,Redcode RAW,2015,12000000,Thriller,D
4325,Redcode RAW,2015,12000000,Sci-Fi,D
4326,Codex,2015,35000000,Thriller,D
4327,Codex,2015,35000000,Crime,D
4328,Codex,2015,35000000,Adventure,D
4329,Codex,2015,35000000,Action,D
4330,,2015,100000,Thriller,D
4331,Codex,2015,100000000,Thriller,D
4332,Codex,2015,100000000,History,D
4333,Gemini 4,2015,8000000,Adventure,D
4334,Codex,2015,100000000,Drama,D
4335,Codex,2015,100000000,Adventure,D
4336,Codex,2015,100000000,Action,D
4337,SRMemory,2015,5000000,Thriller,D
4338,SRMemory,2015,5000000,Sci-Fi,D
4339,SRMemory,2015,5000000,Mystery,D
4340,SRMemory,2015,5000000,Horror,D
4341,Codex,2015,18000000,Romance,D
4342,Codex,2015,18000000,Fantasy,D
4343,Codex,2015,18000000,Comedy,D
4344,35 mm,2015,50000000,Thriller,F
4345,35 mm,2015,50000000,Drama,F
4346,35 mm,2015,50000000,Crime,F
4347,Codex,2015,100000000,Biography,D
4348,35 mm,2015,8000000,Drama,F
4349,35 mm,2015,8000000,Comedy,F
4350,35 mm,2015,8000000,Biography,F
4351,Codex ARRIRAW,2015,11000000,Biography,D
4352,Codex,2015,8500000,Romance,D
4353,Codex,2015,8500000,Comedy,D
4354,Codex,2015,35000000,Sport,D
4355,Codex,2015,35000000,Drama,D
4356,Codex,2015,35000000,Biography,D
4357,35 mm,2015,35000000,Crime,F
4358,35 mm,2015,35000000,Comedy,F
4359,35 mm,2015,35000000,Action,F
4360,Redcode RAW,2015,150000000,Fantasy,D
4361,Redcode RAW,2015,150000000,Family,D
4362,Redcode RAW,2015,150000000,Adventure,D
4363,Codex ARRIRAW,2015,11000000,Drama,D
4364,Codex,2015,150000000,Fantasy,D
4365,Codex,2015,150000000,Adventure,D
4366,SxS Pro,2015,4000000,Thriller,D
4367,SxS Pro,2015,4000000,Mystery,D
4368,Video,2015,34000000,Romance,D
4369,Video,2015,34000000,Drama,D
4370,Codex,2015,34000000,Romance,D
4371,Codex,2015,34000000,Drama,D
4372,AXSM,2015,34000000,Romance,D
4373,AXSM,2015,34000000,Drama,D
4374,ARRIRAW,2015,11000000,Romance,D
4375,ARRIRAW,2015,11000000,Drama,D
4376,Redcode RAW,2015,30000000,Romance,F
4377,Codex,2015,150000000,Family,D
4378,Redcode RAW,2015,30000000,Drama,F
4379,Codex ARRIRAW,2015,11000000,History,D
4380,SRMemory,2015,10000000,Drama,D
4381,35 mm,2015,8000000,Adventure,F
4382,35 mm,2015,8000000,Drama,D
4383,35 mm,2015,8000000,Comedy,D
4384,SxS Pro,2015,3500000,Mystery,D
4385,35 mm,2015,8000000,Biography,D
4386,35 mm,2015,8000000,Adventure,D
4387,Codex,2015,55000000,Thriller,D
4388,Codex,2015,55000000,Romance,D
4389,Codex,2015,55000000,Mystery,D
4390,Codex,2015,55000000,Horror,D
4391,Codex,2015,55000000,Fantasy,D
4392,Codex,2015,55000000,Drama,D
4393,SRMemory,2015,10000000,Comedy,D
4394,Video,2015,49000000,Thriller,D
4395,Video,2015,49000000,Drama,D
4396,Video,2015,49000000,Crime,D
4397,Video,2015,49000000,Action,D
4398,Redcode RAW,2015,49000000,Thriller,D
4399,Redcode RAW,2015,49000000,Sci-Fi,D
4400,Redcode RAW,2015,49000000,Drama,D
4401,Redcode RAW,2015,49000000,Crime,D
4402,Redcode RAW,2015,49000000,Action,D
4403,Codex,2015,12000000,Romance,D
4404,Codex,2015,12000000,Mystery,D
4405,Codex,2015,12000000,Drama,D
4406,35 mm,2015,30000000,Comedy,F
4407,Video,2015,49000000,Sci-Fi,D
4408,35 mm,2015,28000000,History,F
4409,Redcode RAW,2015,108000000,Sci-Fi,D
4410,35 mm,2015,28000000,Comedy,F
4411,35 mm,2015,300000000,Thriller,F
4412,35 mm,2015,300000000,Adventure,F
4413,35 mm,2015,300000000,Action,F
4414,35 mm,2015,300000000,Thriller,D
4415,35 mm,2015,300000000,Adventure,D
4416,35 mm,2015,300000000,Action,D
4417,35 mm,2015,95000000,Romance,F
4418,35 mm,2015,95000000,Fantasy,F
4419,35 mm,2015,95000000,Family,F
4420,35 mm,2015,95000000,Drama,F
4421,Redcode RAW,2015,108000000,Drama,D
4422,Redcode RAW,2015,108000000,Adventure,D
4423,H.264,2015,108000000,Sci-Fi,D
4424,H.264,2015,108000000,Drama,D
4425,H.264,2015,108000000,Adventure,D
4426,Codex ARRIRAW,2015,160000000,Thriller,D
4427,Codex ARRIRAW,2015,160000000,Sci-Fi,D
4428,Codex ARRIRAW,2015,160000000,Adventure,D
4429,Codex ARRIRAW,2015,160000000,Action,D
4430,Digital,2015,74000000,Family,D
4431,Digital,2015,74000000,Comedy,D
4432,Digital,2015,74000000,Animation,D
4433,Digital,2015,74000000,Adventure,D
4434,Digital,2015,74000000,Action,D
4435,Redcode RAW,2015,190000000,Thriller,F
4436,Redcode RAW,2015,190000000,Crime,F
4437,Redcode RAW,2015,190000000,Thriller,D
4438,Codex,2015,300000000,Action,D
4439,Redcode RAW,2015,190000000,Crime,D
4440,Codex,2015,300000000,Adventure,D
4441,Codex,2015,300000000,Action,F
4442,Codex,2015,135000000,Western,D
4443,Codex,2015,135000000,Thriller,D
4444,Codex,2015,135000000,History,D
4445,Codex,2015,135000000,Drama,D
4446,Codex,2015,135000000,Adventure,D
4447,SxS Pro,2015,29000000,Music,D
4448,SxS Pro,2015,29000000,Comedy,D
4449,Codex,2015,150000000,Thriller,F
4450,Codex,2015,150000000,Adventure,F
4451,Codex,2015,150000000,Action,F
4452,Codex,2015,150000000,Thriller,D
4453,Codex,2015,150000000,Adventure,D
4454,Codex,2015,150000000,Action,D
4455,35 mm,2015,150000000,Thriller,F
4456,35 mm,2015,150000000,Adventure,F
4457,35 mm,2015,150000000,Action,F
4458,35 mm,2015,150000000,Thriller,D
4459,35 mm,2015,150000000,Adventure,D
4460,35 mm,2015,150000000,Action,D
4461,Redcode RAW,2015,300000000,Thriller,F
4462,Redcode RAW,2015,300000000,Adventure,F
4463,Redcode RAW,2015,300000000,Action,F
4464,Redcode RAW,2015,300000000,Thriller,D
4465,Redcode RAW,2015,300000000,Adventure,D
4466,Redcode RAW,2015,300000000,Action,D
4467,Codex,2015,300000000,Thriller,F
4468,Codex,2015,300000000,Adventure,F
4469,Codex,2015,300000000,Thriller,D
4470,Redcode RAW,2015,135000000,Adventure,D
4471,Redcode RAW,2015,190000000,Action,D
4472,Codex,2015,190000000,Crime,F
4473,Redcode RAW,2015,215000000,Sci-Fi,F
4474,Redcode RAW,2015,215000000,Adventure,F
4475,Redcode RAW,2015,215000000,Action,F
4476,Redcode RAW,2015,215000000,Sci-Fi,D
4477,Redcode RAW,2015,215000000,Adventure,D
4478,Redcode RAW,2015,215000000,Action,D
4479,65 mm,2015,215000000,Sci-Fi,F
4480,65 mm,2015,215000000,Adventure,F
4481,65 mm,2015,215000000,Action,F
4482,65 mm,2015,215000000,Sci-Fi,D
4483,65 mm,2015,215000000,Adventure,D
4484,65 mm,2015,215000000,Action,D
4485,35 mm,2015,215000000,Sci-Fi,F
4486,35 mm,2015,215000000,Adventure,F
4487,35 mm,2015,215000000,Action,F
4488,35 mm,2015,215000000,Sci-Fi,D
4489,35 mm,2015,215000000,Adventure,D
4490,35 mm,2015,215000000,Action,D
4491,65 mm,2015,306000000,Sci-Fi,F
4492,65 mm,2015,306000000,Fantasy,F
4493,65 mm,2015,306000000,Adventure,F
4494,65 mm,2015,306000000,Action,F
4495,35 mm,2015,306000000,Sci-Fi,F
4496,35 mm,2015,306000000,Action,F
4497,35 mm,2015,306000000,Adventure,F
4498,35 mm,2015,306000000,Fantasy,F
4499,35 mm,2015,28000000,Drama,F
4500,Codex,2015,330600000,Action,D
4501,Codex,2015,190000000,Thriller,F
4502,Codex,2015,330600000,Adventure,D
4503,Redcode RAW,2015,330600000,Action,D
4504,Codex,2015,190000000,Action,F
4505,Codex,2015,190000000,Thriller,D
4506,Codex,2015,190000000,Crime,D
4507,Codex,2015,190000000,Action,D
4508,AXSM,2015,190000000,Thriller,F
4509,AXSM,2015,190000000,Crime,F
4510,AXSM,2015,190000000,Action,F
4511,AXSM,2015,190000000,Thriller,D
4512,AXSM,2015,190000000,Crime,D
4513,AXSM,2015,190000000,Action,D
4514,35 mm,2015,190000000,Thriller,F
4515,35 mm,2015,190000000,Crime,F
4516,35 mm,2015,190000000,Action,F
4517,35 mm,2015,190000000,Thriller,D
4518,35 mm,2015,190000000,Crime,D
4519,35 mm,2015,190000000,Action,D
4520,Digital,2015,175000000,Fantasy,D
4521,Digital,2015,175000000,Family,D
4522,Digital,2015,175000000,Drama,D
4523,Digital,2015,175000000,Comedy,D
4524,Digital,2015,175000000,Animation,D
4525,Digital,2015,175000000,Adventure,D
4526,Video,2015,330600000,Sci-Fi,D
4527,Video,2015,330600000,Adventure,D
4528,Video,2015,330600000,Action,D
4529,Redcode RAW,2015,330600000,Sci-Fi,D
4530,Redcode RAW,2015,330600000,Adventure,D
4531,Codex,2015,330600000,Sci-Fi,D
4532,Redcode RAW,2015,135000000,Drama,D
4533,Redcode RAW,2015,190000000,Action,F
4534,Redcode RAW,2015,135000000,Thriller,D
4535,Codex,2015,61000000,Action,D
4536,Redcode RAW,2015,90000000,Music,D
4537,Redcode RAW,2015,90000000,Family,D
4538,Redcode RAW,2015,90000000,Comedy,D
4539,Redcode RAW,2015,90000000,Animation,D
4540,Redcode RAW,2015,90000000,Adventure,D
4541,Codex,2015,30000000,Comedy,D
4542,Codex ARRIRAW,2015,155000000,Sci-Fi,D
4543,Codex ARRIRAW,2015,155000000,Adventure,D
4544,Codex ARRIRAW,2015,155000000,Action,D
4545,,2015,40000000,Crime,D
4546,,2015,40000000,Comedy,D
4547,SRMemory,2015,170000000,Sci-Fi,D
4548,SRMemory,2015,170000000,Mystery,D
4549,SRMemory,2015,170000000,Family,D
4550,SRMemory,2015,170000000,Adventure,D
4551,SRMemory,2015,170000000,Action,D
4552,AXSM,2015,170000000,Sci-Fi,D
4553,AXSM,2015,170000000,Mystery,D
4554,AXSM,2015,170000000,Family,D
4555,AXSM,2015,170000000,Adventure,D
4556,AXSM,2015,170000000,Action,D
4557,Codex,2015,37000000,Sport,D
4558,Codex,2015,37000000,Drama,D
4559,35 mm,2015,35000000,Romance,F
4560,35 mm,2015,35000000,Drama,F
4561,35 mm,2015,35000000,Comedy,F
4562,Codex,2015,61000000,Sci-Fi,D
4563,Codex,2015,65000000,Crime,D
4564,Codex,2015,61000000,Thriller,D
4565,Codex,2015,58000000,Adventure,D
4566,35 mm,2015,28000000,History,D
4567,35 mm,2015,28000000,Drama,D
4568,35 mm,2015,28000000,Comedy,D
4569,35 mm,2015,28000000,Biography,F
4570,Redcode RAW,2015,135000000,History,D
4571,35 mm,2015,28000000,Biography,D
4572,Codex,2015,38000000,Family,D
4573,Codex,2015,38000000,Crime,D
4574,Codex,2015,38000000,Comedy,D
4575,Codex,2015,38000000,Action,D
4576,AXSM,2015,38000000,Family,D
4577,AXSM,2015,38000000,Crime,D
4578,AXSM,2015,38000000,Comedy,D
4579,AXSM,2015,38000000,Action,D
4580,35 mm,2015,40000000,Thriller,F
4581,35 mm,2015,40000000,History,F
4582,35 mm,2015,40000000,Drama,F
4583,Codex,2015,40000000,Drama,D
4584,Codex,2015,40000000,Comedy,D
4585,Codex,2015,90000000,Sci-Fi,D
4586,Codex,2015,90000000,Family,D
4587,Codex,2015,90000000,Comedy,D
4588,Codex,2015,90000000,Action,D
4589,Codex,2015,58000000,Horror,D
4590,Codex,2015,58000000,Fantasy,D
4591,Codex,2015,58000000,Family,D
4592,Codex,2015,58000000,Comedy,D
4593,SRMemory,2015,68000000,Comedy,D
4594,Codex,2015,65000000,Comedy,D
4595,Redcode RAW,2015,90000000,Fantasy,D
4596,Digital,2015,187500000,Fantasy,D
4597,Codex,2015,110000000,Action,D
4598,Redcode RAW,2015,28000000,Music,D
4599,Redcode RAW,2015,28000000,History,D
4600,Redcode RAW,2015,28000000,Drama,D
4601,Redcode RAW,2015,28000000,Biography,D
4602,SxS Pro,2015,74000000,Fantasy,D
4603,SxS Pro,2015,74000000,Family,D
4604,SxS Pro,2015,74000000,Comedy,D
4605,SxS Pro,2015,74000000,Animation,D
4606,SxS Pro,2015,74000000,Adventure,D
4607,Codex ARRIRAW,2015,40000000,Thriller,D
4608,Codex ARRIRAW,2015,40000000,Romance,D
4609,Codex ARRIRAW,2015,40000000,Drama,D
4610,Codex,2015,110000000,Adventure,D
4611,Digital,2015,80000000,Fantasy,D
4612,Digital,2015,80000000,Comedy,D
4613,Digital,2015,80000000,Animation,D
4614,,2015,130000000,Sci-Fi,U
4615,,2015,130000000,Fantasy,U
4616,,2015,130000000,Family,U
4617,,2015,130000000,Comedy,U
4618,,2015,130000000,Animation,U
4619,,2015,130000000,Adventure,U
4620,Codex,2015,65000000,Action,D
4621,Codex,2015,130000000,Comedy,D
4622,Codex,2015,130000000,Adventure,D
4623,Codex,2015,130000000,Action,D
4624,Redcode RAW,2015,135000000,Western,D
4625,Digital,2015,80000000,Family,D
4626,Codex,2015,110000000,Drama,D
4627,Codex,2015,130000000,Sci-Fi,D
4628,CF,2015,150000000,Action,D
4629,Codex,2015,110000000,Thriller,D
4630,Digital,2015,187500000,Comedy,D
4631,Digital,2015,187500000,Family,D
4632,Digital,2015,187500000,Drama,D
4633,Digital,2015,187500000,Animation,D
4634,Digital,2015,187500000,Adventure,D
4635,,2015,99000000,Family,U
4636,,2015,99000000,Comedy,U
4637,,2015,99000000,Animation,U
4638,,2015,99000000,Adventure,U
4639,Redcode RAW,2015,110000000,Sci-Fi,D
4640,Redcode RAW,2015,110000000,Adventure,D
4641,Redcode RAW,2015,110000000,Action,D
4642,Redcode RAW,2015,110000000,Thriller,D
4643,Codex,2015,110000000,Sci-Fi,D
4644,CF,2015,150000000,Adventure,D
4645,CF,2015,150000000,Sci-Fi,D
4646,CF,2015,150000000,Thriller,D
4647,Codex,2015,110000000,Thriller,D
4648,Codex,2015,150000000,Adventure,D
4649,Codex,2015,150000000,Sci-Fi,D
4650,Codex,2015,150000000,Action,D
4651,,2015,50000000,Comedy,D
4652,,2015,50000000,Family,D
4653,Codex,2015,110000000,Action,D
4654,Codex,2015,110000000,Adventure,D
4655,Codex,2015,150000000,Thriller,D
4656,Codex,2016,12000000,Biography,D
4657,Redcode RAW,2016,50000000,War,D
4658,Redcode RAW,2016,50000000,Thriller,D
4659,AXSM,2016,20000000,Drama,D
4660,Redcode RAW,2016,85000000,Thriller,D
4661,Redcode RAW,2016,50000000,History,D
4662,Redcode RAW,2016,50000000,Drama,D
4663,Codex,2016,12000000,Drama,D
4664,Redcode RAW,2016,50000000,Action,D
4665,AXSM,2016,20000000,Comedy,D
4666,Codex,2016,13000000,Thriller,D
4667,Codex,2016,125000000,Fantasy,D
4668,Codex,2016,125000000,Adventure,D
4669,Codex,2016,125000000,Action,D
4670,,2016,45000000,Comedy,D
4671,SxS Pro,2016,13000000,Thriller,D
4672,SxS Pro,2016,13000000,Horror,D
4673,SxS Pro,2016,13000000,Drama,D
4674,Redcode RAW,2016,13000000,Thriller,D
4675,Redcode RAW,2016,13000000,Horror,D
4676,Redcode RAW,2016,13000000,Drama,D
4677,,2016,55000000,Adventure,U
4678,Codex,2016,13000000,Horror,D
4679,Codex,2016,13000000,Drama,D
4680,35 mm,2016,35000000,Comedy,F
4681,Codex,2016,125000000,Sci-Fi,D
4682,,2016,55000000,Animation,U
4683,ARRIRAW,2016,33000000,Adventure,D
4684,,2016,55000000,Fantasy,U
4685,Codex,2016,140000000,Fantasy,D
4686,Redcode RAW,2016,85000000,Romance,D
4687,Redcode RAW,2016,85000000,Drama,D
4688,Redcode RAW,2016,85000000,Action,D
4689,Codex ARRIRAW,2016,27000000,Thriller,D
4690,Codex ARRIRAW,2016,27000000,Drama,D
4691,Codex ARRIRAW,2016,27000000,Crime,D
4692,,2016,17000000,Drama,U
4693,,2016,17000000,Comedy,U
4694,Codex,2016,50000000,War,D
4695,Codex,2016,50000000,Drama,D
4696,Codex,2016,50000000,Crime,D
4697,Codex,2016,50000000,Comedy,D
4698,Redcode RAW,2016,33000000,Romance,D
4699,Redcode RAW,2016,33000000,Comedy,D
4700,Redcode RAW,2016,33000000,Adventure,D
4701,ARRIRAW,2016,33000000,Romance,D
4702,ARRIRAW,2016,33000000,Comedy,D
4703,Codex,2016,37000000,Comedy,D
4704,Codex,2016,160000000,Fantasy,D
4705,Codex,2016,160000000,Adventure,D
4706,Codex,2016,160000000,Action,D
4707,Codex,2016,8500000,Drama,D
4708,Codex,2016,115000000,Fantasy,D
4709,Codex,2016,115000000,Drama,D
4710,Codex,2016,115000000,Adventure,D
4711,Codex,2016,115000000,Action,D
4712,,2016,55000000,Family,U
4713,Codex,2016,140000000,Family,D
4714,,2016,70000000,Fantasy,U
4715,Codex,2016,20000000,Romance,D
4716,Redcode RAW,2016,90000000,Adventure,D
4717,Redcode RAW,2016,90000000,Action,D
4718,Codex,2016,90000000,Thriller,D
4719,Codex,2016,90000000,Mystery,D
4720,Codex,2016,90000000,Crime,D
4721,Codex,2016,90000000,Comedy,D
4722,Codex,2016,90000000,Adventure,D
4723,Codex,2016,90000000,Action,D
4724,Codex,2016,110000000,Thriller,D
4725,Codex,2016,110000000,Sci-Fi,D
4726,Codex,2016,110000000,Mystery,D
4727,Codex,2016,110000000,Adventure,D
4728,Redcode RAW,2016,90000000,Comedy,D
4729,Codex,2016,110000000,Action,D
4730,Codex,2016,40000000,History,D
4731,Codex,2016,40000000,Drama,D
4732,Codex,2016,40000000,Biography,D
4733,,2016,5000000,Horror,D
4734,Redcode RAW,2016,5000000,Thriller,D
4735,Redcode RAW,2016,5000000,Sci-Fi,D
4736,Redcode RAW,2016,5000000,Mystery,D
4737,Redcode RAW,2016,5000000,Horror,D
4738,Redcode RAW,2016,5000000,Drama,D
4739,,2016,70000000,Family,U
4740,,2016,70000000,Comedy,U
4741,Redcode RAW,2016,85000000,War,D
4742,Codex,2016,40000000,War,D
4743,Redcode RAW,2016,90000000,Crime,D
4744,Redcode RAW,2016,90000000,Mystery,D
4745,Redcode RAW,2016,90000000,Thriller,D
4746,Codex,2016,20000000,Drama,D
4747,35 mm,2016,24000000,Drama,F
4748,35 mm,2016,60000000,Thriller,F
4749,35 mm,2016,60000000,Mystery,F
4750,35 mm,2016,60000000,Crime,F
4751,35 mm,2016,60000000,Adventure,F
4752,35 mm,2016,60000000,Action,F
4753,,2016,18000000,Romance,D
4754,,2016,18000000,Family,D
4755,,2016,18000000,Comedy,D
4756,,2016,38000000,Comedy,U
4757,Codex,2016,156000000,Thriller,D
4758,Codex,2016,156000000,Drama,D
4759,Codex,2016,156000000,Action,D
4760,,2016,13000000,Family,U
4761,,2016,13000000,Drama,U
4762,,2016,13000000,Biography,U
4763,Redcode RAW,2016,60000000,Thriller,D
4764,Redcode RAW,2016,60000000,Drama,D
4765,Redcode RAW,2016,60000000,Crime,D
4766,Redcode RAW,2016,60000000,Action,D
4767,,2016,29000000,Comedy,D
4768,Digital,2016,105000000,Sci-Fi,D
4769,Digital,2016,105000000,Family,D
4770,Digital,2016,105000000,Comedy,D
4771,Digital,2016,105000000,Animation,D
4772,Digital,2016,105000000,Adventure,D
4773,Codex,2016,140000000,Adventure,D
4774,,2016,20000000,Adventure,D
4775,Codex ARRIRAW,2016,10500000,Drama,D
4776,,2016,20000000,Mystery,D
4777,Codex,2016,5000000,Thriller,D
4778,Codex,2016,5000000,Horror,D
4779,,2016,10000000,Documentary,D
4780,,2016,10000000,Comedy,D
4781,Codex ARRIRAW,2016,35000000,Romance,D
4782,Codex ARRIRAW,2016,35000000,Comedy,D
4783,,2016,95000000,History,U
4784,,2016,95000000,Drama,U
4785,,2016,95000000,Adventure,U
4786,,2016,95000000,Action,U
4787,Digital,2016,10000000,Thriller,D
4788,Digital,2016,10000000,Mystery,D
4789,Codex,2016,150000000,Action,D
4790,Digital,2016,10000000,Horror,D
4791,Codex,2016,12000000,Thriller,D
4792,Codex,2016,12000000,Drama,D
4793,Codex,2016,12000000,Crime,D
4794,,2016,29000000,Music,D
4795,,2016,29000000,Drama,D
4796,,2016,29000000,Comedy,D
4797,,2016,29000000,Biography,D
4798,Codex,2016,70000000,Thriller,D
4799,Codex,2016,70000000,History,D
4800,Codex,2016,70000000,Drama,D
4801,Codex,2016,70000000,Action,D
4802,SxS ProRes 4,2016,1500000,Drama,D
4803,Codex,2016,12000000,Western,D
4804,Codex,2016,150000000,Adventure,D
4805,Codex,2016,150000000,Fantasy,D
4806,Codex,2016,150000000,Thriller,D
4807,Codex ARRIRAW,2016,10500000,History,D
4808,,2016,70000000,Animation,U
4809,Codex ARRIRAW,2016,10500000,Biography,D
4810,,2016,0,Documentary,D
4811,35 mm,2016,30000000,Musical,F
