,negative_format,year,budget,genres,film_type
4812,35 mm,2016,30000000,Family,F
4813,35 mm,2016,30000000,Comedy,F
4814,35 mm,2016,30000000,Animation,F
4815,35 mm,2016,30000000,Adventure,F
4816,Redcode RAW,2016,40000000,Thriller,D
4817,Redcode RAW,2016,40000000,Sci-Fi,D
4818,Redcode RAW,2016,40000000,Horror,D
4819,Redcode RAW,2016,40000000,Action,D
4820,Redcode RAW,2016,35000000,Horror,D
4821,Redcode RAW,2016,35000000,Fantasy,D
4822,Redcode RAW,2016,35000000,Adventure,D
4823,Redcode RAW,2016,35000000,Action,D
4824,,2016,125000000,Sci-Fi,U
4825,,2016,125000000,Fantasy,U
4826,,2016,125000000,Family,U
4827,,2016,125000000,Comedy,U
4828,,2016,125000000,Adventure,U
4829,,2016,125000000,Action,U
4830,Redcode RAW,2016,150000000,Thriller,D
4831,Redcode RAW,2016,150000000,Fantasy,D
4832,Redcode RAW,2016,150000000,Adventure,D
4833,Redcode RAW,2016,150000000,Action,D
4834,Codex ARRIRAW,2016,50000000,Comedy,D
4835,,2016,20000000,Crime,D
4836,SRMemory,2016,10000000,Thriller,D
4837,SRMemory,2016,10000000,Horror,D
4838,Codex,2016,75000000,Action,D
4839,Codex ARRIRAW,2016,38000000,Thriller,D
4840,Codex ARRIRAW,2016,38000000,Sci-Fi,D
4841,Codex ARRIRAW,2016,38000000,Adventure,D
4842,Codex ARRIRAW,2016,38000000,Action,D
4843,,2016,9000000,Thriller,D
4844,,2016,9000000,Horror,D
4845,Codex,2016,11500000,Comedy,D
4846,Codex,2016,10000000,Thriller,D
4847,Codex,2016,10000000,Mystery,D
4848,Codex,2016,10000000,Horror,D
4849,Redcode RAW,2016,50000000,Thriller,D
4850,Codex,2016,75000000,Adventure,D
4851,Redcode RAW,2016,50000000,Mystery,D
4852,Redcode RAW,2016,50000000,Crime,D
4853,Redcode RAW,2016,50000000,Comedy,D
4854,Codex ARRIRAW,2016,50000000,Thriller,D
4855,Codex ARRIRAW,2016,50000000,Mystery,D
4856,Codex ARRIRAW,2016,50000000,Drama,D
4857,Codex ARRIRAW,2016,50000000,Crime,D
4858,Codex ARRIRAW,2016,50000000,Comedy,D
4859,,2016,20000000,Mystery,D
4860,,2016,20000000,Drama,D
4861,,2016,20000000,Adventure,D
4862,,2016,20000000,Action,D
4863,,2016,20000000,Thriller,D
4864,Redcode RAW,2016,50000000,Drama,D
4865,Codex,2016,75000000,Crime,D
4866,Codex,2016,75000000,Drama,D
4867,Codex,2016,75000000,Mystery,D
4868,SRMemory,2016,10000000,Drama,D
4869,SRMemory,2016,10000000,Crime,D
4870,AXSM,2016,10000000,Thriller,D
4871,AXSM,2016,10000000,Mystery,D
4872,AXSM,2016,10000000,Horror,D
4873,AXSM,2016,10000000,Drama,D
4874,AXSM,2016,10000000,Crime,D
4875,35 mm,2016,22000000,Mystery,F
4876,35 mm,2016,22000000,Comedy,F
4877,Codex ARRIRAW,2016,36000000,Romance,D
4878,Codex ARRIRAW,2016,36000000,Drama,D
4879,Redcode RAW,2016,140000000,Fantasy,D
4880,Redcode RAW,2016,140000000,Adventure,D
4881,Redcode RAW,2016,140000000,Action,D
4882,Codex,2016,40000000,Thriller,D
4883,Codex,2016,40000000,History,D
4884,Codex,2016,40000000,Drama,D
4885,Codex,2016,40000000,Crime,D
4886,SxS Pro,2016,25000000,Drama,D
4887,SxS Pro,2016,25000000,Comedy,D
4888,Redcode RAW,2016,75000000,Thriller,D
4889,Redcode RAW,2016,75000000,Mystery,D
4890,Redcode RAW,2016,75000000,Drama,D
4891,Redcode RAW,2016,75000000,Crime,D
4892,Redcode RAW,2016,75000000,Adventure,D
4893,Redcode RAW,2016,75000000,Action,D
4894,Codex,2016,75000000,Thriller,D
4895,SRMemory,2016,10000000,Mystery,D
4896,,2016,70000000,Adventure,U
4897,Codex,2016,37000000,Romance,D
4898,,2016,20000000,Comedy,U
4899,Digital,2016,75000000,Comedy,D
4900,Digital,2016,75000000,Animation,D
4901,35 mm,2016,175000000,Sci-Fi,F
4902,35 mm,2016,175000000,Fantasy,F
4903,35 mm,2016,175000000,Adventure,F
4904,35 mm,2016,175000000,Action,F
4905,HD,2016,250000000,Sci-Fi,F
4906,HD,2016,250000000,Adventure,F
4907,HD,2016,250000000,Action,F
4908,HD,2016,250000000,Sci-Fi,D
4909,HD,2016,250000000,Adventure,D
4910,HD,2016,250000000,Action,D
4911,Codex ARRIRAW,2016,250000000,Sci-Fi,F
4912,Codex ARRIRAW,2016,250000000,Adventure,F
4913,Codex ARRIRAW,2016,250000000,Action,F
4914,Codex ARRIRAW,2016,250000000,Sci-Fi,D
4915,Codex ARRIRAW,2016,250000000,Adventure,D
4916,Codex ARRIRAW,2016,250000000,Action,D
4917,Codex,2016,250000000,Sci-Fi,F
4918,Codex,2016,250000000,Adventure,F
4919,Codex,2016,250000000,Action,F
4920,Codex,2016,250000000,Sci-Fi,D
4921,Codex,2016,250000000,Adventure,D
4922,Codex,2016,250000000,Action,D
4923,65 mm,2016,250000000,Sci-Fi,F
4924,65 mm,2016,250000000,Adventure,F
4925,65 mm,2016,250000000,Action,F
4926,Digital,2016,75000000,Family,D
4927,65 mm,2016,250000000,Sci-Fi,D
4928,Digital,2016,75000000,Music,D
4929,Digital,2016,150000000,Adventure,D
4930,16 mm,2016,25000000,Drama,F
4931,16 mm,2016,25000000,Biography,F
4932,Codex,2016,165000000,Sci-Fi,F
4933,Codex,2016,165000000,Fantasy,F
4934,Codex,2016,165000000,Adventure,F
4935,Codex,2016,165000000,Action,F
4936,Codex,2016,165000000,Sci-Fi,D
4937,Codex,2016,165000000,Fantasy,D
4938,Codex,2016,165000000,Adventure,D
4939,Codex,2016,165000000,Action,D
4940,35 mm,2016,165000000,Sci-Fi,F
4941,35 mm,2016,165000000,Fantasy,F
4942,35 mm,2016,165000000,Adventure,F
4943,35 mm,2016,165000000,Action,F
4944,35 mm,2016,165000000,Sci-Fi,D
4945,35 mm,2016,165000000,Fantasy,D
4946,35 mm,2016,165000000,Adventure,D
4947,35 mm,2016,165000000,Action,D
4948,Codex ARRIRAW,2016,180000000,Fantasy,D
4949,Codex ARRIRAW,2016,180000000,Family,D
4950,Codex ARRIRAW,2016,180000000,Adventure,D
4951,Digital,2016,150000000,Thriller,D
4952,Digital,2016,150000000,Musical,D
4953,Digital,2016,150000000,Fantasy,D
4954,Digital,2016,150000000,Family,D
4955,Digital,2016,150000000,Comedy,D
4956,Digital,2016,150000000,Animation,D
4957,Digital,2016,75000000,Musical,D
4958,16 mm,2016,25000000,History,F
4959,65 mm,2016,250000000,Adventure,D
4960,35 mm,2016,250000000,Sci-Fi,F
4961,Codex,2016,250000000,Action,D
4962,Codex,2016,250000000,Adventure,D
4963,Codex,2016,250000000,Sci-Fi,D
4964,Redcode RAW,2016,250000000,Action,D
4965,Redcode RAW,2016,250000000,Adventure,D
4966,Redcode RAW,2016,250000000,Sci-Fi,D
4967,Digital,2016,75000000,Adventure,D
4968,Digital,2016,75000000,Animation,D
4969,Digital,2016,75000000,Comedy,D
4970,Digital,2016,75000000,Family,D
4971,,2016,20000000,Horror,U
4972,Codex,2016,175000000,Adventure,D
4973,Codex,2016,175000000,Drama,D
4974,Codex,2016,175000000,Family,D
4975,Codex,2016,175000000,Fantasy,D
4976,35 mm,2016,58000000,Action,D
4977,35 mm,2016,58000000,Adventure,D
4978,Codex,2016,58000000,Adventure,D
4979,Codex,2016,58000000,Action,D
4980,35 mm,2016,58000000,Comedy,D
4981,35 mm,2016,58000000,Romance,D
4982,35 mm,2016,58000000,Sci-Fi,D
4983,35 mm,2016,58000000,Action,F
4984,35 mm,2016,58000000,Adventure,F
4985,35 mm,2016,58000000,Comedy,F
4986,35 mm,2016,58000000,Romance,F
4987,35 mm,2016,58000000,Sci-Fi,F
4988,,2016,200000000,Family,U
4989,65 mm,2016,250000000,Action,D
4990,,2016,200000000,Comedy,U
4991,Codex ARRIRAW,2016,200000000,Sci-Fi,D
4992,35 mm,2016,250000000,Adventure,F
4993,35 mm,2016,250000000,Action,F
4994,35 mm,2016,250000000,Sci-Fi,D
4995,35 mm,2016,250000000,Adventure,D
4996,35 mm,2016,250000000,Action,D
4997,16 mm,2016,250000000,Sci-Fi,F
4998,16 mm,2016,250000000,Adventure,F
4999,16 mm,2016,250000000,Action,F
5000,16 mm,2016,250000000,Sci-Fi,D
5001,16 mm,2016,250000000,Adventure,D
5002,16 mm,2016,250000000,Action,D
5003,Digital,2016,150000000,Mystery,D
5004,Digital,2016,150000000,Family,D
5005,Digital,2016,150000000,Crime,D
5006,Digital,2016,150000000,Comedy,D
5007,Digital,2016,150000000,Animation,D
5008,Digital,2016,150000000,Adventure,D
5009,Codex,2016,58000000,Sci-Fi,F
5010,Codex,2016,58000000,Romance,F
5011,Codex,2016,58000000,Comedy,F
5012,Codex,2016,58000000,Adventure,F
5013,Codex,2016,58000000,Action,F
5014,Codex,2016,58000000,Sci-Fi,D
5015,Codex,2016,58000000,Romance,D
5016,Codex,2016,58000000,Comedy,D
5017,Codex ARRIRAW,2016,200000000,Action,D
5018,Codex ARRIRAW,2016,200000000,Adventure,D
5019,,2016,200000000,Animation,U
5020,35 mm,2016,25000000,Biography,F
5021,,2016,200000000,Adventure,U
5022,35 mm,2016,25000000,History,F
5023,SxS Pro,2016,10000000,Thriller,D
5024,SxS Pro,2016,10000000,Horror,D
5025,SxS Pro,2016,10000000,Crime,D
5026,Redcode RAW,2016,40000000,Comedy,D
5027,Redcode RAW,2016,40000000,Action,D
5028,35 mm,2016,90000000,Western,F
5029,35 mm,2016,90000000,Adventure,F
5030,35 mm,2016,90000000,Action,F
5031,Digital,2016,19000000,Fantasy,D
5032,Digital,2016,19000000,Comedy,D
5033,Digital,2016,19000000,Animation,D
5034,Digital,2016,19000000,Adventure,D
5035,Codex,2016,110000000,Thriller,D
5036,Codex,2016,110000000,Sci-Fi,D
5037,Codex,2016,110000000,Drama,D
5038,Codex,2016,47000000,Thriller,D
5039,Codex,2016,47000000,Sci-Fi,D
5040,Codex,2016,47000000,Mystery,D
5041,Codex,2016,47000000,Drama,D
5042,,2016,40000000,Thriller,D
5043,,2016,40000000,Mystery,D
5044,,2016,40000000,Horror,D
5045,Redcode RAW,2016,165000000,Sci-Fi,D
5046,Redcode RAW,2016,165000000,Adventure,D
5047,Redcode RAW,2016,165000000,Action,D
5048,,2016,73000000,Family,U
5049,,2016,73000000,Comedy,U
5050,Codex,2016,110000000,Adventure,D
5051,,2016,73000000,Animation,U
5052,Codex,2016,110000000,Drama,D
5053,Codex,2016,110000000,Fantasy,D
5054,35 mm,2016,45000000,Thriller,F
5055,35 mm,2016,45000000,Mystery,F
5056,35 mm,2016,45000000,Drama,F
5057,35 mm,2016,45000000,Crime,F
5058,Codex ARRIRAW,2016,65000000,Fantasy,D
5059,Codex ARRIRAW,2016,65000000,Family,D
5060,Codex ARRIRAW,2016,65000000,Comedy,D
5061,Codex ARRIRAW,2016,65000000,Adventure,D
5062,Codex ARRIRAW,2016,65000000,Action,D
5063,SRMemory,2016,170000000,Fantasy,D
5064,SRMemory,2016,170000000,Family,D
5065,SRMemory,2016,170000000,Adventure,D
5066,Codex ARRIRAW,2016,170000000,Fantasy,D
5067,Codex ARRIRAW,2016,170000000,Family,D
5068,Codex ARRIRAW,2016,170000000,Adventure,D
5069,Codex,2016,10000000,Thriller,D
5070,Codex,2016,10000000,Sci-Fi,D
5071,Codex,2016,10000000,Horror,D
5072,Codex,2016,10000000,Action,D
5073,Codex ARRIRAW,2016,135000000,Sci-Fi,D
5074,Codex ARRIRAW,2016,135000000,Comedy,D
5075,Codex ARRIRAW,2016,135000000,Adventure,D
5076,Codex ARRIRAW,2016,135000000,Action,D
5077,35 mm,2016,40000000,Thriller,F
5078,35 mm,2016,40000000,Drama,F
5079,35 mm,2016,40000000,Crime,F
5080,35 mm,2016,25000000,Drama,F
5081,Codex,2016,110000000,Family,D
5082,,2016,73000000,Adventure,U
5083,35 mm,2016,40000000,Action,F
5084,35 mm,2016,20000000,Comedy,F
5085,16 mm,2016,20000000,Drama,F
5086,Redcode RAW,2016,185000000,Action,D
5087,Codex,2016,185000000,Thriller,D
5088,Codex,2016,185000000,Sci-Fi,D
5089,Codex,2016,185000000,Adventure,D
5090,,2016,73000000,Action,U
5091,Codex,2016,120000000,Thriller,F
5092,Codex,2016,120000000,Action,F
5093,Codex,2016,120000000,Thriller,D
5094,Codex,2016,120000000,Action,D
5095,Redcode RAW,2016,178000000,Adventure,D
5096,Redcode RAW,2016,178000000,Sci-Fi,D
5097,16 mm,2016,120000000,Action,D
5098,16 mm,2016,120000000,Thriller,D
5099,16 mm,2016,120000000,Action,F
5100,16 mm,2016,120000000,Thriller,F
5101,35 mm,2016,120000000,Action,D
5102,35 mm,2016,120000000,Thriller,D
5103,35 mm,2016,120000000,Action,F
5104,35 mm,2016,120000000,Thriller,F
5105,,2016,125000000,Adventure,U
5106,,2016,125000000,Animation,U
5107,,2016,125000000,Comedy,U
5108,,2016,125000000,Family,U
5109,,2016,125000000,Fantasy,U
5110,,2016,125000000,Musical,U
5111,16 mm,2016,20000000,Comedy,F
5112,16 mm,2016,20000000,Music,F
5113,16 mm,2016,20000000,Musical,F
5114,Codex,2016,185000000,Action,D
5115,Redcode RAW,2016,185000000,Thriller,D
5116,Digital,2016,140000000,Comedy,D
5117,Redcode RAW,2016,178000000,Action,D
5118,Digital,2016,140000000,Fantasy,D
5119,Codex,2016,144000000,Action,D
5120,Codex,2016,144000000,Comedy,D
5121,Codex,2016,144000000,Fantasy,D
5122,Codex,2016,144000000,Sci-Fi,D
5123,Digital,2016,140000000,Animation,D
5124,Codex,2016,50000000,Action,D
5125,Codex,2016,50000000,Crime,D
5126,Redcode RAW,2016,180000000,Action,D
5127,Redcode RAW,2016,180000000,Adventure,D
5128,Redcode RAW,2016,180000000,Drama,D
5129,Redcode RAW,2016,180000000,Romance,D
5130,Codex,2016,60000000,Biography,D
5131,Codex,2016,60000000,Drama,D
5132,Codex,2016,50000000,Comedy,D
5133,Digital,2016,140000000,Adventure,D
5134,Digital,2016,140000000,Family,D
5135,35 mm,2016,20000000,Romance,F
5136,Digital,2016,140000000,Action,D
5137,Redcode RAW,2016,185000000,Sci-Fi,D
5138,16 mm,2016,20000000,Romance,F
5139,35 mm,2016,20000000,Musical,F
5140,Redcode RAW,2016,185000000,Adventure,D
5141,35 mm,2016,20000000,Music,F
5142,35 mm,2016,20000000,Drama,F
5143,35 mm,2016,20000000,Comedy,F
5144,ARRIRAW,2017,180000000,Fantasy,D
5145,ARRIRAW,2017,180000000,Adventure,D
5146,ARRIRAW,2017,180000000,Action,D
5147,Codex,2017,110000000,Thriller,D
5148,Codex,2017,110000000,Sci-Fi,D
5149,Codex,2017,110000000,Mystery,D
5150,Codex,2017,110000000,Drama,D
5151,Codex,2017,110000000,Crime,D
5152,,2017,25000000,Comedy,U
5153,,2017,10000000,Comedy,U
5154,,2017,10000000,Drama,U
5155,Codex,2017,110000000,Action,D
5156,,2017,5000000,Romance,D
5157,ARRIRAW,2017,180000000,Sci-Fi,D
5158,Codex,2017,175000000,Action,D
5159,Codex,2017,175000000,Fantasy,D
5160,Codex,2017,175000000,Drama,D
5161,Codex,2017,11000000,Thriller,D
5162,Codex,2017,11000000,Mystery,D
5163,Codex,2017,11000000,Drama,D
5164,Codex,2017,11000000,Crime,D
5165,,2017,10000000,Romance,U
5166,,2017,10000000,Drama,U
5167,Codex,2017,33000000,Thriller,D
5168,Codex,2017,33000000,Action,D
5169,,2017,5000000,Drama,D
5170,ARRIRAW,2017,35000000,Action,D
5171,ARRIRAW,2017,35000000,Drama,D
5172,ARRIRAW,2017,35000000,Thriller,D
5173,Codex,2017,35000000,Action,D
5174,Codex,2017,35000000,Drama,D
5175,Codex,2017,35000000,Thriller,D
5176,Codex,2017,175000000,Adventure,D
5177,,2017,5000000,Comedy,D
5178,Digital,2017,60000000,Fantasy,D
5179,Codex,2017,90000000,Family,D
5180,Codex,2017,50000000,Action,D
5181,Codex,2017,60000000,Western,D
5182,Codex,2017,60000000,Sci-Fi,D
5183,Codex,2017,60000000,Horror,D
5184,Codex,2017,60000000,Fantasy,D
5185,Codex,2017,60000000,Adventure,D
5186,Codex,2017,60000000,Action,D
5187,Codex ARRIRAW,2017,30000000,Thriller,D
5188,Codex ARRIRAW,2017,30000000,Mystery,D
5189,Codex ARRIRAW,2017,30000000,Action,D
5190,,2017,5000000,Thriller,U
5191,,2017,5000000,Mystery,U
5192,,2017,5000000,Horror,U
5193,,2017,20000000,Fantasy,U
5194,,2017,20000000,Drama,U
5195,,2017,70000000,Family,U
5196,,2017,70000000,Comedy,U
5197,,2017,70000000,Animation,U
5198,,2017,70000000,Adventure,U
5199,,2017,70000000,Action,U
5200,,2017,60000000,Crime,D
5201,,2017,60000000,Comedy,D
5202,,2017,60000000,Action,D
5203,Redcode RAW,2017,25000000,Fantasy,D
5204,Redcode RAW,2017,25000000,Family,D
5205,Codex,2017,50000000,Biography,D
5206,Codex,2017,50000000,Comedy,D
5207,Codex,2017,50000000,Crime,D
5208,Codex,2017,50000000,Drama,D
5209,Codex,2017,90000000,Comedy,D
5210,Codex,2017,90000000,Adventure,D
5211,Codex,2017,90000000,Action,D
5212,,2017,20000000,Horror,U
5213,,2017,20000000,Comedy,U
5214,,2017,5500000,Thriller,U
5215,,2017,5500000,Horror,U
5216,,2017,5500000,Drama,U
5217,,2017,5500000,Adventure,U
5218,Codex,2017,85000000,Thriller,D
5219,Codex,2017,85000000,Adventure,D
5220,Codex,2017,85000000,Action,D
5221,Codex,2017,90000000,Fantasy,D
5222,,2017,45000000,Music,U
5223,,2017,45000000,Biography,U
5224,,2017,21000000,Action,D
5225,Digital,2017,60000000,Family,D
5226,Digital,2017,60000000,Comedy,D
5227,Digital,2017,60000000,Animation,D
5228,Digital,2017,60000000,Adventure,D
5229,Codex,2017,24000000,Crime,D
5230,Codex,2017,24000000,Comedy,D
5231,,2017,42000000,Comedy,U
5232,,2017,42000000,Action,U
5233,Codex,2017,50000000,Thriller,D
5234,Codex,2017,50000000,History,D
5235,,2017,45000000,Drama,U
5236,,2017,21000000,Drama,D
5237,Codex,2017,35000000,Thriller,D
5238,,2017,21000000,Thriller,D
5239,Codex ARRIRAW,2017,20000000,Biography,D
5240,Redcode RAW,2017,33000000,Mystery,F
5241,Redcode RAW,2017,33000000,Horror,F
5242,Redcode RAW,2017,33000000,Drama,F
5243,Redcode RAW,2017,33000000,Mystery,D
5244,Redcode RAW,2017,33000000,Horror,D
5245,Redcode RAW,2017,33000000,Drama,D
5246,35 mm,2017,33000000,Mystery,F
5247,35 mm,2017,33000000,Horror,F
5248,35 mm,2017,33000000,Drama,F
5249,35 mm,2017,33000000,Mystery,D
5250,Codex ARRIRAW,2017,20000000,Drama,D
5251,35 mm,2017,33000000,Horror,D
5252,16 mm,2017,33000000,Mystery,F
5253,16 mm,2017,33000000,Horror,F
5254,16 mm,2017,33000000,Drama,F
5255,16 mm,2017,33000000,Mystery,D
5256,16 mm,2017,33000000,Horror,D
5257,16 mm,2017,33000000,Drama,D
5258,,2017,25000000,Crime,D
5259,,2017,25000000,Comedy,D
5260,,2017,25000000,Action,D
5261,,2017,30000000,Fantasy,U
5262,,2017,30000000,Drama,U
5263,35 mm,2017,33000000,Drama,D
5264,,2017,30000000,Adventure,U
5265,Codex ARRIRAW,2017,20000000,History,D
5266,,2017,0,Biography,D
5267,35 mm,2017,25000000,Sport,F
5268,35 mm,2017,25000000,Drama,F
5269,35 mm,2017,25000000,Comedy,F
5270,35 mm,2017,25000000,Biography,F
5271,Codex,2017,84000000,Musical,D
5272,Codex,2017,84000000,Drama,D
5273,Codex,2017,84000000,Biography,D
5274,,2017,0,War,D
5275,,2017,0,Drama,D
5276,,2017,0,Biography,D
5277,Redcode RAW,2017,25000000,Drama,D
5278,Codex ARRIRAW,2017,20000000,War,D
5279,ARRIRAW,2017,5000000,Mystery,D
5280,SRMemory,2017,38000000,Drama,D
5281,SRMemory,2017,38000000,Biography,D
5282,Codex,2017,34000000,Thriller,D
5283,Codex,2017,34000000,History,D
5284,Codex,2017,34000000,Drama,D
5285,Codex,2017,34000000,Crime,D
5286,Codex ARRIRAW (2.8K),2017,20000000,Thriller,D
5287,Codex ARRIRAW (2.8K),2017,20000000,Sci-Fi,D
5288,Codex ARRIRAW (2.8K),2017,20000000,Horror,D
5289,Codex ARRIRAW (2.8K),2017,20000000,Drama,D
5290,,2017,0,Drama,D
5291,ARRIRAW,2017,5000000,Horror,D
5292,,2017,21000000,Mystery,D
5293,,2017,30000000,Action,U
5294,Redcode RAW,2017,0,Drama,D
5295,,2017,15000000,Comedy,D
5296,,2017,29000000,Drama,D
5297,,2017,29000000,Crime,D
5298,,2017,29000000,Comedy,D
5299,,2017,25000000,Horror,D
5300,,2017,25000000,Drama,D
5301,,2017,40000000,Family,U
5302,,2017,40000000,Comedy,U
5303,,2017,40000000,Animation,U
5304,,2017,40000000,Adventure,U
5305,Codex,2017,35000000,Romance,D
5306,,2017,15000000,Drama,D
5307,Codex,2017,35000000,Drama,D
5308,Codex,2017,35000000,Action,D
5309,Redcode RAW,2017,100000000,Thriller,D
5310,Redcode RAW,2017,100000000,Sci-Fi,D
5311,Redcode RAW,2017,100000000,Action,D
5312,,2017,10000000,Thriller,D
5313,,2017,10000000,Mystery,D
5314,,2017,10000000,Horror,D
5315,,2017,10000000,Crime,D
5316,Codex,2017,58000000,Thriller,D
5317,Codex,2017,58000000,Sci-Fi,D
5318,Codex,2017,58000000,Horror,D
5319,Codex,2017,35000000,Adventure,D
5320,Redcode RAW,2017,0,History,D
5321,,2017,15000000,Romance,D
5322,Redcode RAW,2017,28000000,Action,D
5323,Redcode RAW,2017,0,Biography,D
5324,Redcode RAW,2017,18000000,Thriller,D
5325,Redcode RAW,2017,18000000,Sci-Fi,D
5326,Redcode RAW,2017,18000000,Drama,D
5327,,2017,30000000,Thriller,U
5328,,2017,30000000,Crime,U
5329,,2017,30000000,Action,U
5330,,2017,0,Musical,U
5331,,2017,0,Fantasy,U
5332,,2017,0,Family,U
5333,,2017,0,Comedy,U
5334,,2017,40000000,Comedy,U
5335,,2017,0,Animation,U
5336,,2017,20000000,Comedy,U
5337,Digital,2017,111000000,Fantasy,D
5338,Digital,2017,111000000,Family,D
5339,Digital,2017,111000000,Comedy,D
5340,Digital,2017,111000000,Animation,D
5341,Digital,2017,111000000,Adventure,D
5342,,2017,7400000,Thriller,D
5343,,2017,7400000,Horror,D
5344,35 mm,2017,7000000,Drama,F
5345,Redcode RAW,2017,28000000,Comedy,D
5346,Redcode RAW,2017,28000000,Adventure,D
5347,,2017,0,Adventure,U
5348,Redcode RAW,2017,25000000,Comedy,D
5349,Digital,2017,175000000,Animation,D
5350,,2017,38000000,Family,U
5351,Codex,2017,250000000,Crime,D
5352,Codex,2017,250000000,Adventure,D
5353,Codex,2017,250000000,Action,D
5354,AXSM,2017,250000000,Thriller,D
5355,AXSM,2017,250000000,Crime,D
5356,AXSM,2017,250000000,Adventure,D
5357,AXSM,2017,250000000,Action,D
5358,Codex,2017,127000000,Thriller,D
5359,Codex,2017,127000000,Sci-Fi,D
5360,Codex,2017,127000000,Drama,D
5361,Codex,2017,127000000,Action,D
5362,,2017,75000000,Sci-Fi,U
5363,,2017,75000000,Family,U
5364,,2017,75000000,Comedy,U
5365,,2017,75000000,Animation,U
5366,,2017,75000000,Adventure,U
5367,,2017,75000000,Action,U
5368,Codex ARRIRAW,2017,35000000,Thriller,D
5369,Codex ARRIRAW,2017,35000000,Horror,D
5370,Codex ARRIRAW,2017,35000000,Drama,D
5371,Codex,2017,175000000,Sci-Fi,D
5372,Codex,2017,175000000,Adventure,D
5373,Codex,2017,175000000,Action,D
5374,Redcode RAW,2017,200000000,Sci-Fi,D
5375,Redcode RAW,2017,200000000,Adventure,D
5376,Codex,2017,250000000,Thriller,D
5377,Redcode RAW,2017,250000000,Action,D
5378,Redcode RAW,2017,250000000,Adventure,D
5379,Redcode RAW,2017,250000000,Crime,D
5380,Codex,2017,300000000,Adventure,F
5381,Codex,2017,300000000,Action,F
5382,Codex,2017,300000000,Sci-Fi,D
5383,Codex,2017,300000000,Fantasy,D
5384,Codex,2017,300000000,Adventure,D
5385,Codex,2017,300000000,Action,D
5386,35 mm,2017,300000000,Sci-Fi,F
5387,35 mm,2017,300000000,Fantasy,F
5388,35 mm,2017,300000000,Adventure,F
5389,35 mm,2017,300000000,Action,F
5390,35 mm,2017,300000000,Sci-Fi,D
5391,35 mm,2017,300000000,Fantasy,D
5392,Redcode RAW,2017,200000000,Action,D
5393,35 mm,2017,300000000,Adventure,D
5394,,2017,80000000,Fantasy,U
5395,,2017,80000000,Family,U
5396,,2017,80000000,Comedy,U
5397,,2017,80000000,Animation,U
5398,,2017,80000000,Adventure,U
5399,,2017,80000000,Action,U
5400,65 mm,2017,150000000,War,F
5401,65 mm,2017,150000000,Thriller,F
5402,65 mm,2017,150000000,History,F
5403,65 mm,2017,150000000,Drama,F
5404,65 mm,2017,150000000,Action,F
5405,Redcode RAW,2017,250000000,Thriller,D
5406,35 mm,2017,300000000,Action,D
5407,Codex,2017,0,Sci-Fi,F
5408,Codex,2017,0,Fantasy,F
5409,Codex,2017,0,Adventure,F
5410,Codex,2017,150000000,Action,D
5411,CineMag,2017,150000000,War,F
5412,CineMag,2017,150000000,Sci-Fi,F
5413,CineMag,2017,150000000,Fantasy,F
5414,CineMag,2017,150000000,Adventure,F
5415,CineMag,2017,150000000,Action,F
5416,CineMag,2017,150000000,War,D
5417,CineMag,2017,150000000,Sci-Fi,D
5418,CineMag,2017,150000000,Fantasy,D
5419,CineMag,2017,150000000,Adventure,D
