,director,negative_format,year,budget,genres,film_type
11363,"Miller, Tim",35 mm,2016,58000000.0,Comedy,F
11364,"Miller, Tim",35 mm,2016,58000000.0,Romance,F
11365,"Miller, Tim",35 mm,2016,58000000.0,Sci-Fi,F
11366,"Szymanski, Jake",ARRIRAW,2016,33000000.0,Romance,D
11367,"Talalay, Rachel",,2016,,Drama,U
11368,"Yuh Nelson, Jennifer",Digital,2016,140000000.0,Comedy,D
11369,"Miller, Tim",Codex,2016,58000000.0,Action,D
11370,"Yuh Nelson, Jennifer",Digital,2016,140000000.0,Animation,D
11371,"Linfield, Mark",,2016,,Documentary,U
11372,"Szymanski, Jake",ARRIRAW,2016,33000000.0,Comedy,D
11373,"Talbert, David E.",,2016,17000000.0,Comedy,U
11374,"Black, Shane",Redcode RAW,2016,50000000.0,Comedy,D
11375,"Miller, Tim",35 mm,2016,58000000.0,Adventure,D
11376,"Black, Shane",Codex ARRIRAW,2016,50000000.0,Crime,D
11377,"Lin, Justin",Codex,2016,185000000.0,Sci-Fi,D
11378,"Sweetland, Doug",,2016,70000000.0,Family,U
11379,"Yuen, Woo-Ping",Redcode RAW,2016,,Fantasy,D
11380,"Yuen, Woo-Ping",Redcode RAW,2016,,Drama,D
11381,"Sweetland, Doug",,2016,70000000.0,Fantasy,U
11382,"Ross, Gary",Codex,2016,,War,D
11383,"Ayer, David",35 mm,2016,175000000.0,Fantasy,F
11384,"Thurmeier, Mike",Digital,2016,105000000.0,Sci-Fi,D
11385,"Ayer, David",35 mm,2016,175000000.0,Sci-Fi,F
11386,"Black, Shane",Redcode RAW,2016,50000000.0,Mystery,D
11387,"Ross, Gary",Codex,2016,,History,D
11388,"Thurmeier, Mike",Digital,2016,105000000.0,Family,D
11389,"Ross, Gary",Codex,2016,,Drama,D
11390,"Yuen, Woo-Ping",Redcode RAW,2016,,Adventure,D
11391,"Yuen, Woo-Ping",Redcode RAW,2016,,Action,D
11392,"Miller, Tim",Codex,2016,58000000.0,Sci-Fi,D
11393,"Thurber, Rawson Marshall",Codex,2016,50000000.0,Crime,D
11394,"Miller, Tim",Codex,2016,58000000.0,Action,F
11395,"Thurber, Rawson Marshall",Codex,2016,50000000.0,Comedy,D
11396,"Thurber, Rawson Marshall",Codex,2016,50000000.0,Action,D
11397,"Ayer, David",35 mm,2016,175000000.0,Adventure,F
11398,"Ayer, David",35 mm,2016,175000000.0,Action,F
11399,"Black, Shane",Redcode RAW,2016,50000000.0,Thriller,D
11400,"Miller, Tim",35 mm,2016,58000000.0,Action,D
11401,"Miller, Tim",35 mm,2016,58000000.0,Romance,D
11402,"Sweetland, Doug",,2016,70000000.0,Comedy,U
11403,"Moore, Scott",35 mm,2016,20000000.0,Comedy,F
11404,"Sweetland, Doug",,2016,70000000.0,Adventure,U
11405,"Tamahori, Lee",,2016,,Drama,U
11406,"Frears, Stephen",,2016,29000000.0,Biography,D
11407,"Sweetland, Doug",,2016,70000000.0,Animation,U
11408,"West, Simon",,2017,,Adventure,U
11409,"Guillon, Eric",,2017,75000000.0,Sci-Fi,U
11410,"Saldanha, Carlos",Digital,2017,111000000.0,Fantasy,D
11411,"Campbell, Martin",ARRIRAW,2017,35000000.0,Thriller,D
11412,"Campbell, Martin",ARRIRAW,2017,35000000.0,Drama,D
11413,"Campbell, Martin",ARRIRAW,2017,35000000.0,Action,D
11414,"West, Simon",,2017,,Comedy,U
11415,"Ponsoldt, James",Redcode RAW,2017,18000000.0,Thriller,D
11416,"Ruben, Joseph",,2017,,Drama,D
11417,"Gunn, James",Redcode RAW,2017,200000000.0,Adventure,D
11418,"Brunker, Cal",,2017,40000000.0,Animation,U
11419,"West, Simon",,2017,,Crime,U
11420,"Saldanha, Carlos",Digital,2017,111000000.0,Adventure,D
11421,"West, Simon",,2017,,Thriller,U
11422,"Rudolph, Alan",,2017,,Fantasy,D
11423,"Brunker, Cal",,2017,40000000.0,Comedy,U
11424,"West, Simon",Codex ARRIRAW,2017,,Action,D
11425,"Saldanha, Carlos",Digital,2017,111000000.0,Animation,D
11426,"West, Simon",,2017,,Action,U
11427,"West, Simon",Codex ARRIRAW,2017,,Thriller,D
11428,"Gens, Xavier",,2017,,Adventure,U
11429,"Pang, Oxide Chun",,2017,,Mystery,U
11430,"Campbell, Martin",Codex,2017,35000000.0,Drama,D
11431,"Brunker, Cal",,2017,40000000.0,Family,U
11432,"Gens, Xavier",,2017,,Horror,U
11433,"Pang, Oxide Chun",,2017,,Thriller,U
11434,"Gens, Xavier",,2017,,Sci-Fi,U
11435,"Gutiérrez, Jorge R.",,2017,,Short,U
11436,"Gens, Xavier",,2017,,Thriller,U
11437,"Gutiérrez, Jorge R.",,2017,,Family,U
11438,"Rudolph, Alan",,2017,,Drama,D
11439,"Ritchie, Guy",Codex,2017,175000000.0,Drama,D
11440,"Ritchie, Guy",Codex,2017,175000000.0,Fantasy,D
11441,"Gutiérrez, Jorge R.",,2017,,Animation,U
11442,"Yakin, Boaz",,2017,,Horror,U
11443,"Campbell, Martin",Codex,2017,35000000.0,Action,D
11444,"Ruben, Joseph",,2017,,War,D
11445,"Saldanha, Carlos",Digital,2017,111000000.0,Family,D
11446,"Pytka, Joe",,2017,,Documentary,U
11447,"Saldanha, Carlos",Digital,2017,111000000.0,Comedy,D
11448,"Gutiérrez, F. Javier",,2017,25000000.0,Horror,D
11449,"Gunn, James",Redcode RAW,2017,200000000.0,Action,D
11450,"Ritchie, Guy",Codex,2017,175000000.0,Adventure,D
11451,"Brown, Mark",,2017,,Comedy,U
11452,"Bowers, David",,2017,,Family,U
11453,"Prieto, Luis",,2017,21000000.0,Thriller,D
11454,"Prieto, Luis",,2017,21000000.0,Mystery,D
11455,"Wright, Edgar",Codex ARRIRAW,2017,34000000.0,Thriller,D
11456,"Rudolph, Alan",,2017,,Romance,D
11457,"Wright, Edgar",Codex ARRIRAW,2017,34000000.0,Music,D
11458,"Wright, Edgar",Codex ARRIRAW,2017,34000000.0,Crime,D
11459,"Prieto, Luis",,2017,,Documentary,U
11460,"Wright, Edgar",Codex ARRIRAW,2017,34000000.0,Action,D
11461,"Prieto, Luis",,2017,21000000.0,Drama,D
11462,"Prieto, Luis",,2017,21000000.0,Action,D
11463,"Wright, Edgar",35 mm,2017,34000000.0,Music,F
11464,"Gunn, James",Redcode RAW,2017,200000000.0,Sci-Fi,D
11465,"Guillon, Eric",,2017,75000000.0,Action,U
11466,"Payne, Alexander",Codex,2017,,Comedy,D
11467,"Wright, Edgar",35 mm,2017,34000000.0,Thriller,F
11468,"Anderson, Paul Thomas",35 mm,2017,,Drama,F
11469,"Ponsoldt, James",Redcode RAW,2017,18000000.0,Sci-Fi,D
11470,"Caruso, D.J.",Codex,2017,85000000.0,Action,D
11471,"Gunn, Jon",,2017,,Biography,U
11472,"Wright, Joe",,2017,,War,U
11473,"Salva, Victor",,2017,,Thriller,U
11474,"Salva, Victor",,2017,,Mystery,U
11475,"Wright, Edgar",Codex ARRIRAW,2017,34000000.0,Thriller,F
11476,"Zwart, Harald",,2017,,War,U
11477,"Wright, Joe",,2017,,Drama,U
11478,"Wright, Edgar",Codex ARRIRAW,2017,34000000.0,Music,F
11479,"Salva, Victor",,2017,,Horror,U
11480,"Wright, Edgar",Codex ARRIRAW,2017,34000000.0,Crime,F
11481,"Wright, Joe",,2017,,Biography,U
11482,"Wright, Edgar",Codex ARRIRAW,2017,34000000.0,Action,F
11483,"Caruso, D.J.",Codex,2017,85000000.0,Thriller,D
11484,"Caruso, D.J.",Codex,2017,85000000.0,Adventure,D
11485,"Ponsoldt, James",Redcode RAW,2017,18000000.0,Drama,D
11486,"Garris, Mick",,2017,,Horror,U
11487,"Gutiérrez, F. Javier",,2017,25000000.0,Drama,D
11488,"Guillon, Eric",,2017,75000000.0,Adventure,U
11489,"Guillon, Eric",,2017,75000000.0,Comedy,U
11490,"Holland, Agnieszka",,2017,,Mystery,D
11491,"Holland, Agnieszka",,2017,,Drama,D
11492,"Gens, Xavier",,2017,,Horror,D
11493,"Wright, Joe",,2017,,History,U
11494,"Wright, Edgar",35 mm,2017,34000000.0,Music,D
11495,"Wright, Edgar",35 mm,2017,34000000.0,Crime,D
11496,"Holland, Agnieszka",,2017,,Thriller,D
11497,"Holland, Agnieszka",,2017,,Crime,D
11498,"Gunn, Jon",,2017,,Drama,U
11499,"Frears, Stephen",Redcode RAW,2017,0.0,Biography,D
11500,"Frears, Stephen",Redcode RAW,2017,0.0,Drama,D
11501,"Frears, Stephen",Redcode RAW,2017,0.0,History,D
11502,"Peele, Jordan",Codex,2017,5000000.0,Thriller,D
11503,"Gunn, Jon",,2017,,History,U
11504,"Wright, Edgar",35 mm,2017,34000000.0,Action,D
11505,"Gens, Xavier",,2017,,Mystery,D
11506,"Gens, Xavier",,2017,,Thriller,D
11507,"Rosenthal, David M.",,2017,,Thriller,U
11508,"Guillon, Eric",,2017,75000000.0,Family,U
11509,"Payne, Alexander",Codex,2017,,Drama,D
11510,"Wright, Edgar",35 mm,2017,34000000.0,Crime,F
11511,"Wright, Edgar",35 mm,2017,34000000.0,Action,F
11512,"Brunker, Cal",,2017,40000000.0,Adventure,U
11513,"Greutert, Kevin",,2017,,Thriller,U
11514,"Payne, Alexander",Codex,2017,,Sci-Fi,D
11515,"Peele, Jordan",Codex,2017,5000000.0,Horror,D
11516,"Greutert, Kevin",,2017,,Horror,U
11517,"Holland, Tom",,2017,,Thriller,U
11518,"Holland, Tom",,2017,,Horror,U
11519,"Holland, Tom",,2017,,Drama,U
11520,"Peele, Jordan",Codex,2017,5000000.0,Mystery,D
11521,"Wells, Simon",,2017,,Family,U
11522,"Wright, Edgar",35 mm,2017,34000000.0,Thriller,D
11523,"Guillon, Eric",,2017,75000000.0,Animation,U
11524,"Ritchie, Guy",Codex,2017,175000000.0,Action,D
11525,"Abu-Assad, Hany",Codex,2017,35000000.0,Drama,D
11526,"Hillenburg, Stephen",,2017,,Animation,U
11527,"Gray, F. Gary",Redcode RAW,2017,250000000.0,Crime,D
11528,"Gray, F. Gary",Redcode RAW,2017,250000000.0,Adventure,D
11529,"Gray, F. Gary",Redcode RAW,2017,250000000.0,Action,D
11530,"Hazanavicius, Michel",35 mm,2017,,Drama,F
11531,"Wirkola, Tommy",,2017,,Comedy,U
11532,"Wirkola, Tommy",,2017,,Thriller,D
11533,"Wirkola, Tommy",,2017,,Sci-Fi,D
11534,"Wirkola, Tommy",,2017,,Mystery,D
11535,"Hazanavicius, Michel",35 mm,2017,,Romance,F
11536,"Wirkola, Tommy",,2017,,Drama,D
11537,"González Iñárritu, Alejandro",,2017,,Drama,U
11538,"Wirkola, Tommy",,2017,,Adventure,D
11539,"Wirkola, Tommy",,2017,,Action,D
11540,"González Iñárritu, Alejandro",,2017,,Short,U
11541,"Furman, Brad",,2017,,Biography,U
11542,"Yuen, Woo-Ping",,2017,,Action,U
11543,"Yuen, Woo-Ping",,2017,,Adventure,U
11544,"Yuen, Woo-Ping",,2017,,Fantasy,U
11545,"Wirkola, Tommy",,2017,,Crime,D
11546,"Hazeldine, Stuart",,2017,20000000.0,Drama,U
11547,"Hazeldine, Stuart",,2017,20000000.0,Fantasy,U
11548,"Foley, James",Codex ARRIRAW,2017,55000000.0,Romance,D
11549,"Burger, Neil",,2017,,Drama,U
11550,"Green, David",,2017,,Family,U
11551,"Perry, Tyler",,2017,,Drama,U
11552,"Green, David",,2017,,Comedy,U
11553,"Perry, Tyler",,2017,,Romance,U
11554,"Raimi, Sam",,2017,,Short,U
11555,"Boyle, Danny",Codex,2017,,Drama,D
11556,"Foley, James",Codex ARRIRAW,2017,55000000.0,Drama,D
11557,"Gondry, Michel",,2017,,Adventure,U
11558,"Gondry, Michel",,2017,,Short,U
11559,"Rønning, Joachim",,2017,230000000.0,Fantasy,D
11560,"Rønning, Joachim",,2017,230000000.0,Adventure,D
11561,"Furman, Brad",,2017,,Thriller,U
11562,"Rønning, Joachim",,2017,230000000.0,Action,D
11563,"Furman, Brad",,2017,,Crime,U
11564,"Aja, Alexandre",,2017,,Horror,U
11565,"Aja, Alexandre",,2017,,Short,U
11566,"Rajamouli, S.S.",,2017,30000000.0,Action,U
11567,"Gray, F. Gary",Redcode RAW,2017,250000000.0,Thriller,D
11568,"Braff, Zach",Codex,2017,24000000.0,Crime,D
11569,"Burger, Neil",,2017,,Comedy,U
11570,"Braff, Zach",Codex,2017,24000000.0,Comedy,D
11571,"Hazanavicius, Michel",35 mm,2017,,Comedy,F
11572,"Gray, F. Gary",AXSM,2017,250000000.0,Action,D
11573,"Branagh, Kenneth",65 mm,2017,55000000.0,Mystery,F
11574,"Rajamouli, S.S.",,2017,30000000.0,Adventure,U
11575,"Rajamouli, S.S.",,2017,30000000.0,Drama,U
11576,"Rajamouli, S.S.",,2017,30000000.0,Fantasy,U
11577,"Allen, Woody",SRMemory,2017,,Drama,D
11578,"Allen, Woody",AXSM,2017,,Drama,D
11579,"Grant, Darren",,2017,,Comedy,U
11580,"Gray, F. Gary",AXSM,2017,250000000.0,Adventure,D
11581,"Branagh, Kenneth",65 mm,2017,55000000.0,Drama,F
11582,"Branagh, Kenneth",65 mm,2017,55000000.0,Crime,F
11583,"Friedkin, William",Digital,2017,,Documentary,D
11584,"Gracey, Michael",Codex,2017,84000000.0,Musical,D
11585,"Abu-Assad, Hany",Codex,2017,35000000.0,Action,D
11586,"Abu-Assad, Hany",Codex,2017,35000000.0,Adventure,D
11587,"Gracey, Michael",Codex,2017,84000000.0,Drama,D
11588,"Abu-Assad, Hany",Codex,2017,35000000.0,Thriller,D
11589,"Abu-Assad, Hany",Codex,2017,35000000.0,Romance,D
11590,"Gracey, Michael",Codex,2017,84000000.0,Biography,D
11591,"Forster, Marc",,2017,,Short,U
11592,"Gray, F. Gary",AXSM,2017,250000000.0,Crime,D
11593,"Hardwicke, Catherine",,2017,,Short,U
11594,"Hazanavicius, Michel",35 mm,2017,,Biography,F
11595,"Gray, F. Gary",Codex,2017,250000000.0,Crime,D
11596,"Gray, F. Gary",Codex,2017,250000000.0,Adventure,D
11597,"Harris, Damian",,2017,,Comedy,D
11598,"Gray, F. Gary",Codex,2017,250000000.0,Action,D
11599,"Gray, F. Gary",AXSM,2017,250000000.0,Thriller,D
11600,"Gordon, Seth",,2017,60000000.0,Action,D
11601,"Gordon, Seth",,2017,60000000.0,Comedy,D
11602,"Gordon, Seth",,2017,60000000.0,Crime,D
11603,"Furie, Sidney J.",,2017,,Drama,U
11604,"Furie, Sidney J.",,2017,,Comedy,U
11605,"Fuqua, Antoine",,2017,,Short,U
11606,"Fuqua, Antoine",,2017,,Sci-Fi,U
11607,"Rogen, Seth",,2017,,Comedy,U
11608,"Rogen, Seth",,2017,,Musical,U
11609,"Rogen, Seth",,2017,,Short,U
11610,"Hardwicke, Catherine",,2017,,Drama,U
11611,"Hardwicke, Catherine",,2017,,Horror,U
11612,"Forster, Marc",,2017,,Sci-Fi,U
11613,"Gray, F. Gary",Codex,2017,250000000.0,Thriller,D
11614,"Fisher, Paul",,2017,70000000.0,Action,U
11615,"Reeves, Matt",Codex,2017,152000000.0,Action,D
11616,"Green, David",,2017,,Romance,U
11617,"Reiner, Rob",,2017,,Drama,U
11618,"Russell, Chuck",,2017,,Thriller,U
11619,"Reiner, Rob",,2017,,Biography,U
11620,"Roberts, Johannes",,2017,5500000.0,Adventure,U
11621,"Roberts, Johannes",,2017,5500000.0,Drama,U
11622,"Roberts, Johannes",,2017,5500000.0,Horror,U
11623,"Roberts, Johannes",,2017,5500000.0,Thriller,U
11624,"White, Susanna",,2017,,Biography,U
11625,"Reiner, Rob",,2017,,History,U
11626,"White, Susanna",,2017,,Drama,U
11627,"White, Susanna",,2017,,Western,U
11628,"Robinson, Angela",,2017,,Biography,U
11629,"Robinson, Angela",,2017,,Drama,U
11630,"Goldberg, Evan",,2017,,Comedy,U
11631,"Flanagan, Mike",,2017,,Horror,U
11632,"Flanagan, Mike",,2017,,Thriller,U
11633,"Goldberg, Evan",,2017,,Musical,U
11634,"Campbell, Martin",Codex,2017,35000000.0,Thriller,D
11635,"White, Susanna",,2017,,History,U
11636,"Gilroy, Dan",,2017,,Drama,U
11637,"Gilroy, Dan",,2017,,Crime,U
11638,"Reiner, Rob",,2017,,Thriller,U
11639,"Gillespie, Craig",,2017,,Biography,U
11640,"Gillespie, Craig",,2017,,Drama,U
11641,"Gillespie, Craig",,2017,,Sport,U
11642,"Woo, John",Redcode RAW,2017,,Action,D
11643,"Russell, Chuck",,2017,,Action,U
11644,"Pellington, Mark",,2017,,Comedy,U
11645,"Pellington, Mark",,2017,,Drama,U
11646,"Caro, Niki",Codex ARRIRAW,2017,20000000.0,War,D
11647,"Caro, Niki",Codex ARRIRAW,2017,20000000.0,History,D
11648,"Fisher, Paul",,2017,70000000.0,Adventure,U
11649,"Fisher, Paul",,2017,70000000.0,Animation,U
11650,"Fisher, Paul",,2017,70000000.0,Comedy,U
11651,"Fisher, Paul",,2017,70000000.0,Family,U
11652,"Russell, Chuck",,2017,,Drama,U
11653,"Russell, Chuck",,2017,,Fantasy,U
11654,"Caro, Niki",Codex ARRIRAW,2017,20000000.0,Drama,D
11655,"Caro, Niki",Codex ARRIRAW,2017,20000000.0,Biography,D
11656,"Brill, Steven",,2017,,Comedy,U
11657,"Russell, Chuck",,2017,,Romance,U
11658,"Goldberg, Evan",,2017,,Short,U
11659,"Perry, Tyler",,2017,,Comedy,U
11660,"Hewitt, Peter",,2017,,Comedy,U
11661,"Wolf, Fred",,2017,,Comedy,U
11662,"Polanski, Roman",,2017,,Drama,D
11663,"Polanski, Roman",,2017,,Comedy,D
11664,"Reeves, Matt",Codex,2017,152000000.0,Sci-Fi,D
11665,"Reeves, Matt",Codex,2017,152000000.0,Drama,D
11666,"Campbell, Martin",,2017,,Drama,U
11667,"Pinkava, Jan",,2017,,Short,U
11668,"Pinkava, Jan",,2017,,Family,U
11669,"Pinkava, Jan",,2017,,Animation,U
11670,"Polanski, Roman",,2017,,Mystery,D
11671,"Hallström, Lasse",Redcode RAW,2017,25000000.0,Adventure,D
11672,"Hallström, Lasse",Redcode RAW,2017,25000000.0,Drama,D
11673,"Hallström, Lasse",Redcode RAW,2017,25000000.0,Family,D
11674,"Hallström, Lasse",Redcode RAW,2017,25000000.0,Fantasy,D
11675,"Reeves, Matt",Codex,2017,152000000.0,Adventure,D
11676,"Perry, Tyler",,2017,20000000.0,Horror,U
11677,"Gabriadze, Levan",,2017,,Animation,U
11678,"Radford, Michael",,2017,,Biography,U
11679,"Raimi, Sam",,2017,,Horror,U
11680,"Hallström, Lasse",Redcode RAW,2017,25000000.0,Comedy,D
11681,"Hall, Howard",,2017,,Documentary,U
11682,"Amiel, Jon",,2017,,Drama,U
11683,"Amiel, Jon",,2017,,Romance,U
11684,"Wolf, Fred",,2017,,Comedy,U
11685,"Gabriadze, Levan",,2017,,Documentary,U
11686,"Gabriadze, Levan",,2017,,Biography,U
11687,"Reeves, Matt",Codex,2017,152000000.0,Thriller,D
11688,"Yuyama, Kunihiko",,2017,,Fantasy,U
11689,"Yuyama, Kunihiko",,2017,,Family,U
11690,"Russo-Young, Ry",,2017,,Mystery,U
11691,"Russo-Young, Ry",,2017,,Drama,U
11692,"Perry, Tyler",,2017,20000000.0,Comedy,U
11693,"Yuyama, Kunihiko",,2017,,Animation,U
11694,"Yuyama, Kunihiko",,2017,,Adventure,U
11695,"Anders, Sean",,2017,,Comedy,D
11696,"Quale, Steven",ARRIRAW,2017,,Action,D
11697,"Quale, Steven",ARRIRAW,2017,,Thriller,D
11698,"Green, David Gordon",,2017,,Drama,U
11699,"Whitmore II, Preston A.",,2017,,Drama,U
11700,"Fleming, Andrew",,2017,,Comedy,U
11701,"Green, David Gordon",,2017,,Biography,U
11702,"Fleming, Andrew",,2017,,Drama,U
11703,"Polanski, Roman",,2017,,Thriller,D
11704,"McGuigan, Paul",,2017,,Biography,U
11705,"Kleiser, Randal",,2017,,History,U
11706,"Webber, Peter",,2017,,Documentary,D
11707,"Silberling, Brad",,2017,,War,D
11708,"del Toro, Guillermo",,2017,,Horror,D
11709,"Talbert, David E.",,2017,,Comedy,U
11710,"del Toro, Guillermo",,2017,,Fantasy,D
11711,"del Toro, Guillermo",,2017,,Adventure,D
11712,"Besson, Luc",ARRIRAW,2017,180000000.0,Sci-Fi,D
11713,"Besson, Luc",ARRIRAW,2017,180000000.0,Fantasy,D
11714,"Linklater, Richard",,2017,,Comedy,U
11715,"Silberling, Brad",,2017,,Thriller,D
11716,"Linklater, Richard",,2017,,Drama,U
11717,"Besson, Luc",ARRIRAW,2017,180000000.0,Action,D
11718,"Lipsitz, Jane",,2017,,Documentary,U
11719,"Lipsitz, Jane",,2017,,Music,U
11720,"Lipsitz, Jane",,2017,,Documentary,U
11721,"Lipsitz, Jane",,2017,,Music,U
11722,"Little, Dwight H.",,2017,,Action,U
11723,"Little, Dwight H.",,2017,,Drama,U
11724,"Bartkowiak, Andrzej",,2017,,Action,D
11725,"Besson, Luc",ARRIRAW,2017,180000000.0,Adventure,D
11726,"Silberling, Brad",,2017,,Drama,D
11727,"del Toro, Guillermo",,2017,,Romance,D
11728,"del Toro, Guillermo",,2017,,Thriller,D
11729,"Liman, Doug",16 mm,2017,,Drama,F
11730,"Liman, Doug",16 mm,2017,,Thriller,F
11731,"Liman, Doug",16 mm,2017,,War,F
11732,"Liman, Doug",Codex,2017,50000000.0,Action,D
11733,"Liman, Doug",Codex,2017,50000000.0,Biography,D
11734,"Bigelow, Kathryn",Codex,2017,34000000.0,History,D
11735,"Bigelow, Kathryn",Codex,2017,34000000.0,Drama,D
11736,"Liman, Doug",Codex,2017,50000000.0,Comedy,D
11737,"Liman, Doug",Codex,2017,50000000.0,Crime,D
11738,"Liman, Doug",Codex,2017,50000000.0,Drama,D
11739,"Liman, Doug",Codex,2017,50000000.0,History,D
11740,"Bigelow, Kathryn",Codex,2017,34000000.0,Crime,D
11741,"Bancroft, Tony",,2017,,Adventure,U
11742,"Bancroft, Tony",,2017,,Animation,U
11743,"Bancroft, Tony",,2017,,Comedy,U
11744,"Bancroft, Tony",,2017,,Family,U
11745,"Bancroft, Tony",,2017,,Fantasy,U
11746,"Liman, Doug",Codex,2017,50000000.0,Thriller,D
11747,"del Toro, Guillermo",,2017,,War,D
11748,"Bartkowiak, Andrzej",,2017,,Comedy,D
11749,"Tartakovsky, Genndy",,2017,,Animation,U
11750,"Bartkowiak, Andrzej",,2017,,Thriller,U
11751,"Summer, Eric",,2017,,Adventure,U
11752,"Darnell, Eric",,2017,,Short,U
11753,"Darnell, Eric",,2017,,Animation,U
11754,"Michell, Roger",Codex,2017,,Mystery,D
11755,"Michell, Roger",Codex,2017,,Drama,D
11756,"Dante, Joe",,2017,,Horror,U
11757,"Meyers-Shyer, Hallie",,2017,15000000.0,Romance,D
11758,"Meyers-Shyer, Hallie",,2017,15000000.0,Drama,D
11759,"Sinyor, Gary",,2017,,Drama,D
11760,"Luhrmann, Baz",,2017,,Short,U
11761,"Sinyor, Gary",,2017,,Mystery,D
11762,"Sinyor, Gary",,2017,,Thriller,D
11763,"Meyers-Shyer, Hallie",,2017,15000000.0,Comedy,D
11764,"Stone III, Charles",,2017,,Comedy,U
11765,"Slade, David",,2017,,Horror,U
11766,"Cutforth, Dan",,2017,,Music,U
11767,"Cutforth, Dan",,2017,,Documentary,U
11768,"Cutforth, Dan",,2017,,Music,U
11769,"Cutforth, Dan",,2017,,Documentary,U
11770,"Lussier, Patrick",,2017,,Action,U
11771,"Luhrmann, Baz",,2017,,Romance,U
11772,"Lucas, Jon",,2017,28000000.0,Comedy,D
11773,"Lucas, Jon",,2017,28000000.0,Adventure,D
11774,"Summer, Eric",,2017,,Action,U
11775,"Logan, Bob",,2017,70000000.0,Action,U
11776,"Logan, Bob",,2017,70000000.0,Adventure,U
11777,"Logan, Bob",,2017,70000000.0,Animation,U
11778,"Logan, Bob",,2017,70000000.0,Comedy,U
11779,"Logan, Bob",,2017,70000000.0,Family,U
11780,"Loncraine, Richard",,2017,,Comedy,U
11781,"Loncraine, Richard",,2017,,Drama,U
11782,"Loncraine, Richard",,2017,,Romance,U
11783,"Michell, Roger",Codex,2017,,Romance,D
11784,"De Palma, Brian",,2017,,Crime,U
11785,"Dayton, Jonathan",35 mm,2017,25000000.0,Sport,F
11786,"Dayton, Jonathan",35 mm,2017,25000000.0,Drama,F
11787,"Lowery, David",ARRIRAW,2017,,Drama,D
11788,"Lowery, David",ARRIRAW,2017,,Fantasy,D
11789,"Lowery, David",ARRIRAW,2017,,Romance,D
11790,"Dayton, Jonathan",35 mm,2017,25000000.0,Comedy,F
11791,"Dayton, Jonathan",35 mm,2017,25000000.0,Biography,F
11792,"Lucas, Jon",,2017,28000000.0,Action,D
11793,"Summer, Eric",,2017,,Family,U
11794,"Melfi, Theodore",,2017,,Short,U
11795,"Tartakovsky, Genndy",,2017,,Comedy,U
11796,"Tartakovsky, Genndy",,2017,,Fantasy,U
11797,"Devlin, Dean",Redcode RAW,2017,100000000.0,Thriller,D
11798,"Devlin, Dean",Redcode RAW,2017,100000000.0,Sci-Fi,D
11799,"Devlin, Dean",Redcode RAW,2017,100000000.0,Action,D
11800,"Shelton, Ron",,2017,,Action,U
11801,"Shelton, Ron",,2017,,Comedy,U
11802,"Thiessen, Jayson",,2017,0.0,Musical,U
11803,"Thiessen, Jayson",,2017,0.0,Fantasy,U
11804,"Thiessen, Jayson",,2017,0.0,Family,U
11805,"Di Novi, Denise",,2017,,Drama,U
11806,"Thiessen, Jayson",,2017,0.0,Comedy,U
11807,"Thiessen, Jayson",,2017,0.0,Adventure,U
11808,"Shepard, Dax",,2017,25000000.0,Action,D
11809,"Shepard, Dax",,2017,25000000.0,Comedy,D
11810,"Shepard, Dax",,2017,25000000.0,Crime,D
11811,"Leonard, Brett",,2017,,Horror,U
11812,"Leondis, Tony",Digital,2017,50000000.0,Adventure,D
11813,"Leondis, Tony",Digital,2017,50000000.0,Animation,D
11814,"Leondis, Tony",Digital,2017,50000000.0,Comedy,D
11815,"Thiessen, Jayson",,2017,0.0,Animation,U
11816,"Ayer, David",,2017,,Thriller,D
11817,"Di Novi, Denise",,2017,,Thriller,U
11818,"Leitch, David",Codex ARRIRAW,2017,30000000.0,Thriller,D
11819,"Tiddes, Michael",,2017,,Comedy,U
11820,"Moore, Scott",,2017,28000000.0,Comedy,D
11821,"Lee, Spike",,2017,,Short,U
11822,"Lee, Spike",,2017,,Drama,U
11823,"Leech, Tony",,2017,,Horror,U
11824,"Leech, Tony",,2017,,Short,U
11825,"Leech, Tony",,2017,,Thriller,U
11826,"Dickerson, Ernest R.",,2017,,Drama,U
11827,"Moore, Scott",,2017,28000000.0,Adventure,D
11828,"Moore, Scott",,2017,28000000.0,Action,D
11829,"Leitch, David",,2017,,Comedy,U
11830,"Leitch, David",,2017,,Sci-Fi,U
11831,"Leitch, David",,2017,,Short,U
11832,"Leitch, David",Codex ARRIRAW,2017,30000000.0,Action,D
11833,"Leitch, David",Codex ARRIRAW,2017,30000000.0,Mystery,D
11834,"Ayer, David",,2017,,Action,D
11835,"Ayer, David",,2017,,Crime,D
11836,"Ayer, David",,2017,,Fantasy,D
11837,"Ayer, David",,2017,,Sci-Fi,D
11838,"Leondis, Tony",Digital,2017,50000000.0,Family,D
11839,"Tartakovsky, Genndy",,2017,,Family,U
11840,"Leondis, Tony",Digital,2017,50000000.0,Sci-Fi,D
11841,"Coffin, Pierre",,2017,75000000.0,Adventure,U
11842,"Balda, Kyle",,2017,75000000.0,Adventure,U
11843,"Balda, Kyle",,2017,75000000.0,Animation,U
11844,"Balda, Kyle",,2017,75000000.0,Comedy,U
11845,"Balda, Kyle",,2017,75000000.0,Family,U
