,director,negative_format,year,budget,genres,film_type
3389,"Krieger, Lee Toland",35 mm,2009,,Comedy,F
3390,"Shill, Steve",35 mm,2009,20000000.0,Thriller,F
3391,"Shill, Steve",35 mm,2009,20000000.0,Romance,F
3392,"McGuigan, Paul",16 mm,2009,38000000.0,Thriller,F
3393,"Martínez, Marcos",Digital,2009,60000000.0,Comedy,D
3394,"McGuigan, Paul",16 mm,2009,38000000.0,Sci-Fi,F
3395,McG,35 mm,2009,200000000.0,Thriller,F
3396,"Leder, Mimi",35 mm,2009,,Thriller,F
3397,"Leder, Mimi",35 mm,2009,,Crime,F
3398,"Leder, Mimi",35 mm,2009,,Action,F
3399,"Lawrence, Marc",35 mm,2009,58000000.0,Romance,F
3400,"Lawrence, Marc",35 mm,2009,58000000.0,Drama,F
3401,"Lawrence, Marc",35 mm,2009,58000000.0,Comedy,F
3402,"Martínez, Marcos",Digital,2009,60000000.0,Sci-Fi,D
3403,"Snyder, Zack",35 mm,2009,138000000.0,Sci-Fi,F
3404,"Snyder, Zack",35 mm,2009,138000000.0,Mystery,F
3405,"Snyder, Zack",35 mm,2009,138000000.0,Drama,F
3406,"Snyder, Zack",35 mm,2009,138000000.0,Action,F
3407,"Smith, John N.",,2009,,Romance,U
3408,"McAnuff, Des",,2009,,Comedy,U
3409,"McCanlies, Tim",,2009,,Comedy,U
3410,"Stone, Oliver",,2009,,Documentary,U
3411,"McCanlies, Tim",,2009,,Drama,D
3412,"McCanlies, Tim",,2009,,Family,D
3413,"Smith, John N.",,2009,,Drama,U
3414,"McCormick, Nelson",35 mm,2009,20000000.0,Crime,F
3415,"McCormick, Nelson",35 mm,2009,20000000.0,Thriller,F
3416,"Sloan, Holly Goldberg",,2009,,Family,U
3417,McG,35 mm,2009,200000000.0,Action,F
3418,McG,35 mm,2009,200000000.0,Adventure,F
3419,McG,35 mm,2009,200000000.0,Drama,F
3420,McG,35 mm,2009,200000000.0,Sci-Fi,F
3421,"Story, Tim",35 mm,2009,,Drama,F
3422,"Story, Tim",35 mm,2009,,Sport,F
3423,"McGuigan, Paul",16 mm,2009,38000000.0,Action,F
3424,"Shill, Steve",35 mm,2009,20000000.0,Drama,F
3425,"Levy, Shawn",35 mm,2009,150000000.0,Comedy,F
3426,"Levy, Shawn",35 mm,2009,150000000.0,Fantasy,F
3427,"Lowery, David",,2009,,Short,U
3428,"Sommers, Stephen",Redcode RAW,2009,175000000.0,Thriller,D
3429,"Sommers, Stephen",Redcode RAW,2009,175000000.0,Action,F
3430,"Sommers, Stephen",Redcode RAW,2009,175000000.0,Adventure,F
3431,"Sommers, Stephen",Redcode RAW,2009,175000000.0,Sci-Fi,F
3432,"Sommers, Stephen",Redcode RAW,2009,175000000.0,Thriller,F
3433,"Macdonald, Kevin",35 mm,2009,60000000.0,Crime,D
3434,"Macdonald, Kevin",35 mm,2009,60000000.0,Drama,D
3435,"Macdonald, Kevin",35 mm,2009,60000000.0,Mystery,D
3436,"Lowery, David",,2009,,Comedy,U
3437,"Lowery, David",,2009,,Drama,U
3438,"Lowery, David",,2009,,Short,U
3439,"Macdonald, Kevin",35 mm,2009,60000000.0,Thriller,D
3440,"Macdonald, Kevin",35 mm,2009,60000000.0,Crime,F
3441,"Spierig, Michael",35 mm,2009,20000000.0,Action,D
3442,"Macdonald, Kevin",35 mm,2009,60000000.0,Drama,F
3443,"Lowery, David",,2009,,Comedy,U
3444,"Macdonald, Kevin",35 mm,2009,60000000.0,Mystery,F
3445,"Macdonald, Kevin",35 mm,2009,60000000.0,Thriller,F
3446,"Spierig, Michael",35 mm,2009,20000000.0,Horror,D
3447,"Spierig, Michael",35 mm,2009,20000000.0,Sci-Fi,D
3448,"Spierig, Michael",35 mm,2009,20000000.0,Thriller,D
3449,"Spierig, Michael",35 mm,2009,20000000.0,Action,F
3450,"Lord, Phil",Digital,2009,100000000.0,Sci-Fi,D
3451,"Lord, Phil",Digital,2009,100000000.0,Fantasy,D
3452,"Spierig, Michael",35 mm,2009,20000000.0,Horror,F
3453,"Spierig, Michael",35 mm,2009,20000000.0,Sci-Fi,F
3454,"Lowery, David",,2009,,Comedy,U
3455,"Lord, Phil",Digital,2009,100000000.0,Family,D
3456,"Lowery, David",,2009,,Short,U
3457,"Lowery, David",,2009,,Short,U
3458,"Sommers, Stephen",35 mm,2009,175000000.0,Sci-Fi,D
3459,"Lussier, Patrick",Digital,2009,14000000.0,Horror,D
3460,"Lussier, Patrick",Digital,2009,14000000.0,Thriller,D
3461,"Lussier, Patrick",Redcode RAW,2009,14000000.0,Horror,D
3462,"Sommers, Stephen",35 mm,2009,175000000.0,Thriller,D
3463,"Luketic, Robert",35 mm,2009,38000000.0,Romance,F
3464,"Luketic, Robert",35 mm,2009,38000000.0,Comedy,F
3465,"Lussier, Patrick",Redcode RAW,2009,14000000.0,Thriller,D
3466,"Lussier, Patrick",Video,2009,14000000.0,Horror,D
3467,"Lussier, Patrick",Video,2009,14000000.0,Thriller,D
3468,"Sommers, Stephen",35 mm,2009,175000000.0,Action,F
3469,"Sommers, Stephen",35 mm,2009,175000000.0,Adventure,F
3470,"Sommers, Stephen",35 mm,2009,175000000.0,Sci-Fi,F
3471,"Sommers, Stephen",35 mm,2009,175000000.0,Thriller,F
3472,"Sohn, Peter",Digital,2009,,Short,D
3473,"Sohn, Peter",Digital,2009,,Fantasy,D
3474,"Sommers, Stephen",Redcode RAW,2009,175000000.0,Action,D
3475,"Sommers, Stephen",Redcode RAW,2009,175000000.0,Adventure,D
3476,"Sommers, Stephen",Redcode RAW,2009,175000000.0,Sci-Fi,D
3477,"Sohn, Peter",Digital,2009,,Family,D
3478,"Sohn, Peter",Digital,2009,,Comedy,D
3479,"Sohn, Peter",Digital,2009,,Animation,D
3480,"Lu, Chuan",35 mm,2009,,War,F
3481,"Lu, Chuan",35 mm,2009,,History,F
3482,"Lu, Chuan",35 mm,2009,,Drama,F
3483,"Lowery, David",,2009,,Short,U
3484,"Lowery, David",,2009,,Comedy,U
3485,"Lowery, David",,2009,,Comedy,U
3486,"Levy, Shawn",35 mm,2009,150000000.0,Family,F
3487,"Lord, Phil",Digital,2009,100000000.0,Comedy,D
3488,"Lord, Phil",Digital,2009,100000000.0,Adventure,D
3489,"Lin, Justin",35 mm,2009,85000000.0,Action,F
3490,"Spierig, Peter",35 mm,2009,20000000.0,Action,D
3491,"Spierig, Peter",35 mm,2009,20000000.0,Horror,D
3492,"Spierig, Peter",35 mm,2009,20000000.0,Sci-Fi,D
3493,"Spierig, Peter",35 mm,2009,20000000.0,Thriller,D
3494,"Spierig, Peter",35 mm,2009,20000000.0,Action,F
3495,"Spierig, Peter",35 mm,2009,20000000.0,Horror,F
3496,"Spierig, Peter",35 mm,2009,20000000.0,Sci-Fi,F
3497,"Spierig, Peter",35 mm,2009,20000000.0,Thriller,F
3498,"Spierig, Peter",Digital,2009,20000000.0,Action,D
3499,"Spierig, Peter",Digital,2009,20000000.0,Horror,D
3500,"Spierig, Peter",Digital,2009,20000000.0,Sci-Fi,D
3501,"Spierig, Peter",Digital,2009,20000000.0,Thriller,D
3502,"Spierig, Peter",Digital,2009,20000000.0,Action,F
3503,"Spierig, Peter",Digital,2009,20000000.0,Horror,F
3504,"Spierig, Peter",Digital,2009,20000000.0,Sci-Fi,F
3505,"Spierig, Peter",Digital,2009,20000000.0,Thriller,F
3506,"Liebesman, Jonathan",35 mm,2009,,Thriller,F
3507,"Liebesman, Jonathan",35 mm,2009,,Mystery,F
3508,"Levy, Shawn",Redcode RAW,2009,150000000.0,Fantasy,F
3509,"Levy, Shawn",Redcode RAW,2009,150000000.0,Family,F
